Date,Price,Open,High,Low,Vol.
11-13-2013,"21,080.00","21,092.50","21,121.50","21,085.00",
11-12-2013,"21,080.00","21,095.00","21,121.50","21,085.00",
11-11-2013,"21,080.00","21,097.50","21,120.00","21,085.00",
11-08-2013,"21,080.00","21,095.00","21,121.50","21,085.00",
11-07-2013,"21,080.00","21,095.00","21,121.50","21,085.00",
11-06-2013,"21,080.00","21,095.00","21,125.00","21,082.50",
11-05-2013,"21,070.00","21,092.50","21,125.00","21,085.00",
11-04-2013,"21,080.00","21,100.00","21,125.00","21,085.00",
11-01-2013,"21,080.00","21,097.50","21,121.50","21,085.00",
10-31-2013,"21,080.00","21,102.50","21,122.50","21,090.00",
10-30-2013,"21,080.00","21,097.50","21,121.50","21,087.50",
10-29-2013,"21,080.00","21,095.00","21,121.50","21,085.00",
10-28-2013,"21,075.00","21,095.00","21,121.50","21,085.00",
10-25-2013,"21,080.00","21,097.50","21,121.50","21,085.00",
10-24-2013,"21,075.00","21,095.00","21,121.50","21,085.00",
10-23-2013,"21,080.00","21,095.00","21,124.00","21,085.00",
10-22-2013,"21,080.00","21,102.50","21,125.00","21,090.00",
10-21-2013,"21,085.00","21,110.00","21,125.00","21,092.50",
10-18-2013,"21,090.00","21,112.50","21,125.00","21,095.00",
10-17-2013,"21,090.00","21,115.00","21,130.00","21,097.50",
10-16-2013,"21,100.00","21,105.00","21,130.00","21,090.00",
10-15-2013,"21,080.00","21,100.00","21,120.00","21,090.00",
10-14-2013,"21,080.00","21,100.00","21,120.00","21,090.00",
10-11-2013,"21,075.00","21,092.50","21,120.00","21,090.00",
10-10-2013,"21,075.00","21,097.50","21,120.00","21,087.50",
10-09-2013,"21,090.00","21,110.00","21,125.00","21,090.00",
10-08-2013,"21,090.00","21,112.50","21,130.00","21,095.00",
10-07-2013,"21,090.00","21,112.50","21,130.00","21,095.00",
10-04-2013,"21,090.00","21,115.00","21,130.00","21,100.00",
10-03-2013,"21,090.00","21,115.00","21,132.50","21,097.50",
10-02-2013,"21,090.00","21,115.00","21,141.50","21,087.50",
10-01-2013,"21,090.00","21,112.50","21,130.00","21,095.00",
09-30-2013,"21,112.00","21,115.00","21,141.00","21,086.50",
09-27-2013,"21,112.00","21,120.00","21,141.00","21,087.50",
09-26-2013,"21,090.00","21,120.00","21,130.00","21,100.00",
09-25-2013,"21,090.00","21,110.00","21,130.00","21,095.00",
09-24-2013,"21,090.00","21,115.00","21,130.00","21,095.00",
09-23-2013,"21,080.00","21,120.00","21,130.00","21,100.00",
09-20-2013,"21,080.00","21,125.00","21,132.50","21,090.00",
09-19-2013,"21,100.00","21,135.00","21,145.00","21,110.00",
09-18-2013,"21,110.00","21,130.00","21,145.00","21,120.00",
09-17-2013,"21,090.00","21,125.00","21,130.00","21,112.50",
09-16-2013,"21,090.00","21,125.00","21,135.00","21,115.00",
09-13-2013,"21,080.00","21,115.00","21,130.00","21,105.00",
09-12-2013,"21,080.00","21,117.50","21,125.00","21,105.00",
09-11-2013,"21,110.00","21,115.00","21,165.00","21,096.00",
09-10-2013,"21,080.00","21,120.00","21,160.00","21,112.50",
09-09-2013,"21,100.00","21,140.00","21,165.00","21,120.00",
09-06-2013,"21,120.00","21,145.00","21,170.00","21,135.00",
09-05-2013,"21,120.00","21,155.00","21,180.00","21,142.50",
09-04-2013,"21,140.00","21,160.00","21,180.00","21,140.00",
09-03-2013,"21,120.00","21,150.00","21,170.00","21,140.00",
09-02-2013,"21,120.00","21,120.00","21,120.00","21,120.00",
08-30-2013,"21,120.00","21,160.00","21,170.00","21,140.00",
08-29-2013,"21,120.00","21,162.50","21,180.00","21,135.00",
08-28-2013,"21,100.00","21,160.00","21,223.00","21,135.00",
08-27-2013,"21,130.00","21,160.00","21,175.00","21,135.00",
08-26-2013,"21,140.00","21,135.00","21,180.00","21,100.00",
08-23-2013,"21,120.00","21,190.00","21,223.00","21,140.00",
08-22-2013,"21,110.00","21,097.50","21,155.00","21,090.00",
08-21-2013,"21,070.00","21,100.00","21,107.50","21,085.00",
08-20-2013,"21,070.00","21,097.50","21,107.50","21,085.00",
08-19-2013,"21,070.00","21,097.50","21,110.00","21,090.00",
08-16-2013,"21,075.00","21,097.50","21,105.00","21,090.00",
08-15-2013,"21,070.00","21,097.50","21,110.00","21,087.50",
08-14-2013,"21,070.00","21,095.00","21,110.00","21,087.50",
08-13-2013,"21,070.00","21,100.00","21,110.00","21,090.00",
08-12-2013,"21,075.00","21,105.00","21,115.00","21,090.00",
08-09-2013,"21,070.00","21,102.50","21,110.00","21,090.00",
08-08-2013,"21,070.00","21,095.00","21,115.00","21,095.00",
08-07-2013,"21,040.00","21,095.00","21,095.00","21,060.00",
08-06-2013,"21,060.00","21,092.50","21,100.00","21,050.00",
08-05-2013,"21,080.00","21,130.00","21,140.00","21,115.00",
08-02-2013,"21,110.00","21,135.00","21,223.00","21,120.00",
08-01-2013,"21,130.00","21,155.00","21,223.00","21,135.00",
07-31-2013,"21,140.00","21,165.00","21,223.00","21,160.00",
07-30-2013,"21,130.00","21,185.00","21,223.00","21,165.00",
07-29-2013,"21,200.00","21,217.50","21,223.00","21,205.00",
07-26-2013,"21,180.00","21,215.00","21,223.00","21,210.00",
07-25-2013,"21,205.00","21,223.00","21,238.00","21,223.00",
07-24-2013,"21,200.00","21,228.00","21,238.00","21,223.00",
07-23-2013,"21,200.00","21,228.00","21,238.00","21,223.00",
07-22-2013,"21,200.00","21,223.00","21,238.00","21,223.00",
07-19-2013,"21,200.00","21,223.00","21,238.00","21,223.00",
07-18-2013,"21,240.00","21,238.00","21,243.00","21,217.50",
07-17-2013,"21,230.00","21,228.00","21,238.00","21,217.50",
07-16-2013,"21,205.00","21,223.00","21,233.00","21,210.00",
07-15-2013,"21,210.00","21,228.00","21,238.00","21,222.50",
07-12-2013,"21,200.00","21,235.50","21,243.00","21,213.00",
07-11-2013,"21,220.00","21,243.00","21,243.00","21,223.00",
07-10-2013,"21,240.00","21,240.50","21,243.00","21,205.00",
07-09-2013,"21,240.00","21,238.00","21,243.00","21,205.00",
07-08-2013,"21,170.00","21,238.00","21,243.00","21,205.00",
07-05-2013,"21,230.00","21,235.50","21,243.00","21,205.00",
07-04-2013,"21,220.00","21,230.50","21,238.00","21,205.00",
07-03-2013,"21,190.00","21,222.50","21,233.00","21,190.00",
07-02-2013,"21,160.00","21,187.50","21,210.00","21,172.50",
07-01-2013,"21,130.00","21,177.50","21,210.00","21,165.00",
06-28-2013,"21,170.00","21,230.00","21,236.00","21,033.00",
06-27-2013,"21,000.00","21,028.00","21,035.50","21,003.00",
06-26-2013,"21,035.00","21,033.00","21,035.50","21,003.00",
06-25-2013,"21,035.00","21,031.50","21,035.50","21,018.00",
06-24-2013,"21,035.00","21,035.50","21,035.50","21,018.00",
06-21-2013,"21,035.00","21,035.50","21,035.50","21,018.00",
06-20-2013,"21,035.00","21,033.00","21,035.50","21,003.00",
06-19-2013,"21,035.00","21,033.00","21,035.50","21,018.00",
06-18-2013,"21,035.00","21,033.00","21,035.50","21,018.00",
06-17-2013,"21,030.00","21,035.50","21,035.50","21,018.00",
06-14-2013,"20,970.00","21,033.00","21,035.50","21,003.00",
06-13-2013,"21,035.00","21,033.00","21,035.50","21,003.00",
06-12-2013,"21,000.00","21,033.00","21,035.50","21,003.00",
06-11-2013,"21,020.00","21,015.50","21,035.50","21,008.00",
06-10-2013,"21,000.00","21,015.50","21,035.50","21,008.00",
06-07-2013,"21,000.00","21,015.50","21,023.00","21,008.00",
06-06-2013,"20,990.00","21,015.50","21,018.00","21,008.00",
06-05-2013,"21,000.00","21,015.50","21,018.00","21,002.50",
06-04-2013,"20,980.00","21,008.00","21,028.00","21,002.50",
06-03-2013,"20,975.00","21,010.50","21,018.00","20,983.00",
05-31-2013,"20,990.00","21,010.50","21,018.00","20,997.50",
05-30-2013,"20,980.00","21,013.00","21,018.00","20,937.50",
05-29-2013,"20,980.00","21,005.50","21,018.00","20,995.00",
05-28-2013,"20,960.00","21,002.50","21,013.00","20,990.00",
05-27-2013,"20,970.00","21,000.00","21,013.00","20,935.00",
05-24-2013,"20,910.00","21,000.00","21,013.00","20,965.00",
05-23-2013,"20,970.00","21,005.00","21,012.50","20,990.00",
05-22-2013,"20,970.00","20,997.50","21,012.50","20,935.00",
05-21-2013,"20,915.00","20,992.50","21,017.50","20,935.00",
05-20-2013,"20,950.00","20,987.50","21,005.50","20,930.00",
05-17-2013,"20,950.00","20,965.00","21,003.00","20,945.00",
05-16-2013,"20,920.00","20,942.50","20,950.00","20,935.00",
05-15-2013,"20,920.00","20,940.00","20,945.00","20,935.00",
05-14-2013,"20,920.00","20,935.00","20,945.00","20,925.00",
05-13-2013,"20,938.00","20,937.50","20,954.00","20,920.00",
05-10-2013,"20,920.00","20,940.00","20,945.00","20,925.00",
05-09-2013,"20,920.00","20,942.50","20,945.00","20,925.00",
05-08-2013,"20,910.00","20,937.50","20,945.00","20,925.00",
05-07-2013,"20,910.00","20,932.50","20,945.00","20,925.00",
05-06-2013,"20,910.00","20,935.00","20,945.00","20,925.00",
05-03-2013,"20,915.00","20,935.00","20,950.00","20,920.00",
05-02-2013,"20,910.00","20,940.00","20,940.00","20,920.00",
05-01-2013,"20,810.00","20,810.00","20,810.00","20,810.00",
04-30-2013,"20,810.00","20,810.00","20,810.00","20,810.00",
04-29-2013,"20,810.00","20,810.00","20,810.00","20,810.00",
04-26-2013,"20,810.00","20,925.00","20,937.50","20,840.00",
04-25-2013,"20,880.00","20,935.00","20,955.00","20,915.00",
04-24-2013,"20,900.00","20,925.00","20,935.00","20,857.50",
04-23-2013,"20,900.00","20,925.00","20,950.00","20,860.00",
04-22-2013,"20,900.00","20,905.00","20,945.00","20,895.00",
04-19-2013,"20,870.00","20,870.00","20,870.00","20,870.00",
04-18-2013,"20,870.00","20,905.00","20,915.00","20,860.00",
04-17-2013,"20,861.00","20,920.00","20,935.00","20,855.00",
04-16-2013,"20,900.00","20,905.00","20,930.00","20,840.00",
04-15-2013,"20,870.00","20,855.00","20,900.00","20,825.00",
04-12-2013,"20,830.00","20,855.00","20,865.00","20,845.00",
04-11-2013,"20,830.00","20,940.00","20,940.00","20,845.00",
04-10-2013,"20,830.00","20,905.00","20,940.00","20,855.00",
04-09-2013,"20,880.00","20,935.00","20,940.00","20,860.00",
04-08-2013,"20,900.00","20,935.00","20,945.00","20,860.00",
04-05-2013,"20,900.00","20,937.50","20,945.00","20,860.00",
04-04-2013,"20,900.00","20,940.00","20,945.00","20,860.00",
04-03-2013,"20,915.00","20,935.00","20,945.00","20,860.00",
04-02-2013,"20,910.00","20,940.00","20,952.50","20,860.00",
04-01-2013,"20,920.00","20,940.00","20,962.50","20,860.00",
03-29-2013,"20,925.00","20,942.50","20,952.50","20,860.00",
03-28-2013,"20,920.00","20,942.50","20,960.00","20,860.00",
03-27-2013,"20,910.00","20,945.00","20,962.50","20,860.00",
03-26-2013,"20,920.00","20,945.00","20,965.00","20,860.00",
03-25-2013,"20,920.00","20,945.00","20,965.00","20,860.00",
03-22-2013,"20,920.00","20,942.50","20,962.50","20,860.00",
03-21-2013,"20,927.00","20,950.00","20,965.00","20,860.00",
03-20-2013,"20,925.00","20,950.00","20,955.00","20,860.00",
03-19-2013,"20,947.00","20,950.00","20,973.50","20,860.00",
03-18-2013,"20,920.00","20,950.00","20,967.50","20,860.00",
03-15-2013,"20,930.00","20,945.00","20,967.50","20,860.00",
03-14-2013,"20,910.00","20,950.00","20,970.00","20,860.00",
03-13-2013,"20,920.00","20,945.00","20,967.50","20,860.00",
03-12-2013,"20,920.00","20,947.50","20,965.00","20,860.00",
03-11-2013,"20,910.00","20,937.50","20,960.00","20,860.00",
03-08-2013,"20,910.00","20,930.00","20,955.00","20,860.00",
03-07-2013,"20,900.00","20,950.00","20,962.50","20,860.00",
03-06-2013,"20,920.00","20,975.00","20,980.00","20,860.00",
03-05-2013,"20,950.00","20,962.50","21,003.00","20,860.00",
03-04-2013,"20,940.00","20,935.00","20,970.00","20,837.00",
03-01-2013,"20,900.00","20,940.00","20,952.50","20,860.00",
02-28-2013,"20,930.00","20,940.00","20,965.00","20,860.00",
02-27-2013,"20,890.00","20,910.00","20,940.00","20,860.00",
02-26-2013,"20,840.00","20,900.00","20,922.50","20,860.00",
02-25-2013,"20,860.00","20,910.00","20,915.00","20,830.00",
02-22-2013,"20,860.00","20,920.00","20,935.00","20,855.00",
02-21-2013,"20,870.00","20,905.00","20,915.00","20,855.00",
02-20-2013,"20,840.00","20,820.00","20,900.00","20,812.00",
02-19-2013,"20,830.00","20,850.00","20,862.50","20,812.00",
02-18-2013,"20,810.00","20,842.50","20,860.00","20,812.00",
02-15-2013,"20,820.00","20,845.00","20,845.00","20,845.00",
02-14-2013,"20,820.00","20,820.00","20,820.00","20,820.00",
02-13-2013,"20,820.00","20,820.00","20,820.00","20,820.00",
02-12-2013,"20,820.00","20,820.00","20,820.00","20,820.00",
02-11-2013,"20,820.00","20,820.00","20,820.00","20,820.00",
02-08-2013,"20,820.00","20,820.00","20,845.00","20,812.00",
02-07-2013,"20,800.00","20,827.50","20,860.00","20,795.00",
02-06-2013,"20,810.00","20,837.50","20,860.00","20,807.00",
02-05-2013,"20,805.00","20,835.00","20,860.00","20,807.00",
02-04-2013,"20,815.00","20,840.00","20,865.00","20,815.00",
02-01-2013,"20,805.00","20,842.50","20,867.50","20,820.00",
01-31-2013,"20,810.00","20,847.50","20,870.00","20,820.00",
01-30-2013,"20,805.00","20,847.50","20,870.00","20,821.00",
01-29-2013,"20,830.00","20,840.00","20,870.00","20,823.00",
01-28-2013,"20,815.00","20,847.50","20,870.00","20,819.00",
01-25-2013,"20,815.00","20,845.00","20,870.00","20,821.50",
01-24-2013,"20,820.00","20,845.00","20,870.00","20,821.50",
01-23-2013,"20,820.00","20,847.50","20,870.00","20,821.50",
01-22-2013,"20,820.00","20,845.00","20,870.00","20,822.50",
01-21-2013,"20,820.00","20,845.00","20,870.50","20,823.00",
01-18-2013,"20,820.00","20,845.00","20,873.00","20,821.00",
01-17-2013,"20,820.00","20,840.00","20,870.00","20,821.00",
01-16-2013,"20,820.00","20,842.50","20,872.50","20,820.00",
01-15-2013,"20,841.00","20,845.00","20,870.50","20,821.50",
01-14-2013,"20,841.00","20,842.50","20,870.50","20,821.50",
01-11-2013,"20,800.00","20,842.50","20,870.00","20,821.50",
01-10-2013,"20,815.00","20,842.50","20,870.00","20,821.50",
01-09-2013,"20,815.00","20,842.50","20,870.00","20,827.50",
01-08-2013,"20,815.00","20,842.50","20,870.00","20,823.50",
01-07-2013,"20,815.00","20,840.00","20,870.00","20,822.50",
01-04-2013,"20,830.00","20,840.00","20,870.00","20,819.50",
01-03-2013,"20,815.00","20,842.50","20,870.00","20,820.50",
01-02-2013,"20,815.00","20,840.00","20,870.00","20,822.50",
01-01-2013,"20,820.00","20,820.00","20,820.00","20,820.00",
12-31-2012,"20,820.00","20,835.00","20,860.00","20,827.50",
12-28-2012,"20,815.00","20,837.50","20,870.00","20,818.50",
12-27-2012,"20,818.00","20,842.50","20,870.00","20,816.00",
12-26-2012,"20,820.00","20,847.50","20,870.00","20,821.50",
12-25-2012,"20,800.00","20,842.50","20,870.00","20,822.50",
12-24-2012,"20,825.00","20,852.50","20,870.00","20,824.50",
12-21-2012,"20,830.00","20,852.50","20,870.00","20,826.00",
12-20-2012,"20,835.00","20,852.50","20,870.00","20,827.50",
12-19-2012,"20,835.00","20,847.50","20,870.00","20,829.00",
12-18-2012,"20,815.00","20,845.00","20,870.00","20,826.00",
12-17-2012,"20,815.00","20,845.00","20,870.00","20,823.50",
12-14-2012,"20,815.00","20,847.50","20,870.00","20,823.50",
12-13-2012,"20,815.00","20,847.50","20,870.00","20,823.50",
12-12-2012,"20,815.00","20,842.50","20,870.00","20,822.00",
12-11-2012,"20,842.00","20,842.50","20,871.00","20,822.00",
12-10-2012,"20,815.00","20,842.50","20,870.00","20,822.00",
12-07-2012,"20,815.00","20,842.50","20,870.00","20,822.00",
12-06-2012,"20,830.00","20,847.50","20,870.00","20,825.00",
12-05-2012,"20,830.00","20,847.50","20,870.00","20,825.00",
12-04-2012,"20,825.00","20,850.00","20,870.00","20,825.00",
12-03-2012,"20,825.00","20,847.50","20,870.00","20,825.00",
11-30-2012,"20,835.00","20,850.00","20,870.00","20,825.00",
11-29-2012,"20,840.00","20,850.00","20,870.00","20,825.00",
11-28-2012,"20,825.00","20,855.00","20,870.00","20,825.00",
11-27-2012,"20,840.00","20,860.00","20,870.00","20,827.50",
11-26-2012,"20,840.00","20,860.00","20,870.00","20,830.00",
11-23-2012,"20,840.00","20,862.50","20,872.50","20,830.00",
11-22-2012,"20,840.00","20,862.50","20,872.50","20,832.50",
11-21-2012,"20,825.00","20,857.50","20,870.00","20,830.00",
11-20-2012,"20,825.00","20,857.50","20,872.50","20,830.00",
11-19-2012,"20,835.00","20,860.00","20,872.50","20,822.50",
11-16-2012,"20,800.00","20,850.00","20,872.50","20,826.50",
11-15-2012,"20,830.00","20,847.50","20,870.00","20,795.00",
11-14-2012,"20,830.00","20,847.50","20,870.00","20,820.00",
11-13-2012,"20,820.00","20,847.50","20,865.00","20,820.00",
11-12-2012,"20,830.00","20,850.00","20,865.00","20,820.00",
11-09-2012,"20,815.00","20,850.00","20,865.00","20,817.50",
11-08-2012,"20,820.00","20,847.50","20,870.00","20,820.00",
11-07-2012,"20,840.00","20,847.50","20,870.00","20,820.00",
11-06-2012,"20,830.00","20,850.00","20,870.00","20,820.00",
11-05-2012,"20,800.00","20,847.50","20,875.00","20,820.00",
11-02-2012,"20,825.00","20,850.00","20,875.00","20,820.00",
11-01-2012,"20,835.00","20,847.50","20,875.00","20,820.00",
10-31-2012,"20,825.00","20,850.00","20,875.00","20,820.00",
10-30-2012,"20,815.00","20,850.00","20,875.00","20,820.00",
10-29-2012,"20,830.00","20,850.00","20,875.00","20,822.50",
10-26-2012,"20,820.00","20,847.50","20,875.00","20,817.50",
10-25-2012,"20,825.00","20,850.00","20,875.00","20,817.50",
10-24-2012,"20,825.00","20,850.00","20,875.00","20,820.00",
10-23-2012,"20,830.00","20,852.50","20,875.00","20,822.50",
10-22-2012,"20,830.00","20,850.00","20,875.00","20,821.50",
10-19-2012,"20,820.00","20,842.50","20,885.00","20,822.50",
10-18-2012,"20,820.00","20,845.00","20,885.00","20,822.50",
10-17-2012,"20,830.00","20,850.00","20,885.00","20,825.00",
10-16-2012,"20,830.00","20,830.00","20,885.00","20,827.50",
10-15-2012,"20,830.00","20,852.50","20,885.00","20,827.50",
10-12-2012,"20,820.00","20,830.00","20,885.00","20,830.00",
10-11-2012,"20,840.00","20,860.00","20,885.00","20,830.00",
10-10-2012,"20,830.00","20,865.00","20,890.00","20,830.00",
10-09-2012,"20,850.00","20,875.00","20,910.00","20,857.50",
10-08-2012,"20,860.00","20,895.00","20,915.00","20,867.50",
10-05-2012,"20,860.00","20,890.00","20,915.00","20,865.00",
10-04-2012,"20,870.00","20,875.00","20,912.50","20,860.00",
10-03-2012,"20,870.00","20,890.00","20,912.50","20,860.00",
10-02-2012,"20,860.00","20,875.00","20,912.50","20,857.50",
10-01-2012,"20,865.00","20,880.00","20,902.50","20,825.00",
09-28-2012,"20,875.00","20,875.00","20,902.50","20,855.00",
09-27-2012,"20,860.00","20,875.00","20,897.50","20,855.00",
09-26-2012,"20,850.00","20,865.00","20,897.50","20,845.00",
09-25-2012,"20,845.00","20,870.00","20,890.00","20,832.50",
09-24-2012,"20,850.00","20,867.50","20,887.50","20,842.50",
09-21-2012,"20,840.00","20,870.00","20,890.00","20,840.00",
09-20-2012,"20,860.00","20,870.00","20,900.00","20,840.00",
09-19-2012,"20,850.00","20,870.00","20,900.00","20,840.00",
09-18-2012,"20,820.00","20,850.00","20,870.00","20,822.50",
09-17-2012,"20,830.00","20,850.00","20,870.00","20,820.00",
09-14-2012,"20,840.00","20,850.00","20,870.00","20,820.00",
09-13-2012,"20,840.00","20,850.00","20,870.00","20,820.00",
09-12-2012,"20,810.00","20,850.00","20,870.00","20,820.00",
09-11-2012,"20,830.00","20,850.00","20,870.00","20,820.00",
09-10-2012,"20,840.00","20,850.00","20,880.00","20,820.00",
09-07-2012,"20,830.00","20,850.00","20,880.00","20,820.00",
09-06-2012,"20,830.00","20,860.00","20,875.00","20,822.50",
09-05-2012,"20,835.00","20,860.00","20,930.00","20,825.00",
09-04-2012,"20,835.00","20,860.00","20,885.00","20,822.50",
09-03-2012,"20,790.00","20,790.00","20,790.00","20,790.00",
08-31-2012,"20,790.00","20,860.00","20,885.00","20,822.50",
08-30-2012,"20,840.00","20,860.00","20,905.00","20,837.50",
08-29-2012,"20,840.00","20,860.00","20,890.00","20,835.00",
08-28-2012,"20,850.00","20,862.50","20,895.00","20,830.00",
08-27-2012,"20,840.00","20,855.00","20,925.00","20,830.00",
08-24-2012,"20,830.00","20,960.00","20,965.00","20,837.50",
08-23-2012,"20,860.00","20,852.50","20,935.00","20,832.50",
08-22-2012,"20,820.00","20,842.50","20,865.00","20,810.00",
08-21-2012,"20,830.00","20,845.00","20,870.00","20,815.00",
08-20-2012,"20,820.00","20,847.50","20,870.00","20,816.50",
08-17-2012,"20,840.00","20,845.00","20,870.00","20,817.50",
08-16-2012,"20,830.00","20,850.00","20,872.50","20,820.00",
08-15-2012,"20,830.00","20,850.00","20,950.00","20,827.50",
08-14-2012,"20,900.00","20,847.50","20,960.00","20,827.50",
08-13-2012,"20,800.00","20,855.00","20,875.00","20,827.50",
08-10-2012,"20,840.00","20,852.50","20,875.00","20,827.50",
08-09-2012,"20,810.00","20,885.00","20,887.50","20,830.00",
08-08-2012,"20,800.00","20,857.50","20,925.00","20,830.00",
08-07-2012,"20,840.00","20,857.50","20,887.50","20,830.00",
08-06-2012,"20,850.00","20,857.50","20,887.50","20,830.00",
08-03-2012,"20,840.00","20,857.50","20,925.00","20,830.00",
08-02-2012,"20,840.00","20,925.00","20,925.00","20,830.00",
08-01-2012,"20,840.00","20,860.00","20,925.00","20,835.00",
07-31-2012,"20,850.00","20,872.50","20,892.50","20,840.00",
07-30-2012,"20,840.00","20,867.50","20,892.50","20,839.00",
