Date,Close,High,Low,Open,Volume
,VND=X,VND=X,VND=X,VND=X,VND=X
2025-03-07,25485.0,25545.0,25430.0,25485.0,0
2025-03-10,25480.0,25525.0,25480.0,25480.0,0
2025-03-11,25525.0,25510.0,25440.0,25525.0,0
2025-03-12,25450.0,25480.0,25435.0,25450.0,0
2025-03-13,25445.0,25495.0,25445.0,25445.0,0
2025-03-14,25490.0,25525.0,25460.0,25490.0,0
2025-03-17,25500.0,25580.0,25470.0,25500.0,0
2025-03-18,25510.0,25545.0,25510.0,25510.0,0
2025-03-19,25510.0,25540.0,25525.0,25510.0,0
2025-03-20,25535.0,25558.0,25540.0,25535.0,0
2025-03-21,25545.0,25585.0,25540.0,25545.0,0
2025-03-24,25585.0,25650.0,25560.0,25585.0,0
2025-03-25,25620.0,25658.0,25600.0,25620.0,0
2025-03-26,25600.0,25630.0,25550.0,25600.0,0
2025-03-27,25555.0,25610.0,25550.0,25555.0,0
2025-03-28,25560.0,25580.0,25540.0,25560.0,0
2025-03-31,25550.0,25575.0,25530.0,25550.0,0
2025-04-01,25565.0,25640.0,25565.0,25565.0,0
2025-04-02,25620.0,25647.0,25600.0,25620.0,0
2025-04-03,25600.0,25813.0,25600.0,25600.0,0
2025-04-04,25600.0,25813.0,25580.0,25600.0,0
2025-04-07,25770.0,25780.0,25780.0,25770.0,0
2025-04-08,25780.0,26009.0,25780.0,25780.0,0
2025-04-09,25995.0,26110.0,25960.0,25995.0,0
2025-04-10,25960.0,25960.0,25740.0,25960.0,0
2025-04-11,25720.0,25740.0,25640.0,25720.0,0
2025-04-14,25715.0,25832.0,25701.0,25715.0,0
2025-04-15,25824.0,25914.0,25790.0,25824.0,0
2025-04-16,25790.0,25900.0,25777.0,25790.0,0
2025-04-17,25830.0,25889.0,25830.0,25830.0,0
2025-04-22,25871.0,25984.0,25871.0,25871.0,0
2025-04-23,25932.0,25999.0,25932.0,25932.0,0
2025-04-24,25965.0,26044.0,25965.0,25965.0,0
2025-04-25,26026.0,26051.0,26000.0,26026.0,0
2025-04-28,26019.0,26030.0,25950.0,26019.0,0
2025-04-29,25970.0,25990.0,25950.0,25970.0,0
2025-04-30,25980.0,25980.0,25970.0,25980.0,0
2025-05-01,25980.0,25980.0,25980.0,25980.0,0
2025-05-02,25980.0,25980.0,25980.0,25980.0,0
2025-05-05,25980.0,25987.0,25930.0,25980.0,0
2025-05-06,25942.0,25982.0,25937.0,25942.0,0
2025-05-07,25948.0,25967.0,25895.0,25948.0,0
2025-05-08,25953.0,25980.0,25942.0,25953.0,0
2025-05-09,25959.0,25989.0,25940.0,25959.0,0
2025-05-12,25952.0,25975.0,25926.0,25952.0,0
2025-05-13,25960.0,25980.0,25920.0,25960.0,0
2025-05-14,25951.0,25966.0,25900.0,25951.0,0
2025-05-15,25924.0,25950.0,25896.0,25924.0,0
2025-05-16,25920.0,25930.0,25890.0,25920.0,0
2025-05-19,25917.0,25951.0,25890.0,25917.0,0
2025-05-20,25932.0,25964.0,25932.0,25932.0,0
2025-05-21,25950.0,25970.0,25900.0,25950.0,0
2025-05-22,25950.0,25979.0,25945.0,25950.0,0
2025-05-23,25973.0,25959.0,25930.0,25973.0,0
2025-05-26,25946.0,25959.0,25880.0,25946.0,0
2025-05-27,25897.0,25955.0,25871.0,25897.0,0
2025-05-28,25903.0,25960.0,25903.0,25903.0,0
2025-05-29,25950.0,26044.0,25950.0,25950.0,0
2025-05-30,25996.0,26030.0,25930.0,25996.0,0
