gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
1700.90002,0.19800,0.10900,0.35300,0.61800,2020-04-22
1713.30005,0.18400,0.10400,0.36100,0.63100,2020-04-23
1710.59998,0.19000,0.12200,0.37500,0.66200,2020-04-24
1688.49988,0.18000,0.11900,0.37300,0.70900,2020-04-25
1725.79993,0.13900,0.10600,0.30500,0.63900,2020-04-26
1713.89990,0.16100,0.11700,0.33400,0.68500,2020-04-27
1713.89990,0.16100,0.11700,0.33400,0.68500,2020-04-28
1713.89990,0.16100,0.11700,0.33400,0.68500,2020-04-29
1697.99988,0.17700,0.11900,0.35000,0.70700,2020-04-30
1706.80017,0.16700,0.13400,0.32600,0.66700,2020-05-01
1716.39990,0.16500,0.12200,0.31900,0.65400,2020-05-02
1740.90002,0.14900,0.12200,0.30000,0.61700,2020-05-03
1756.29993,0.15100,0.12400,0.31100,0.64400,2020-05-04
1756.29993,0.15100,0.12400,0.31100,0.64400,2020-05-05
1756.29993,0.15100,0.12400,0.31100,0.64400,2020-05-06
1734.40002,0.18100,0.12200,0.37200,0.72600,2020-05-07
1745.59998,0.16700,0.12900,0.33500,0.69200,2020-05-08
1752.09998,0.16900,0.12400,0.34500,0.69000,2020-05-09
1721.89990,0.16700,0.12200,0.34500,0.68000,2020-05-10
1735.50000,0.17000,0.12200,0.33300,0.65700,2020-05-11
1735.50000,0.17000,0.12200,0.33300,0.65700,2020-05-12
1735.50000,0.17000,0.12200,0.33300,0.65700,2020-05-13
1705.59998,0.17200,0.12200,0.33700,0.65900,2020-05-14
1705.59998,0.17400,0.12900,0.34600,0.69500,2020-05-15
1710.69995,0.18400,0.14200,0.35300,0.69500,2020-05-16
1719.80005,0.17400,0.15000,0.34000,0.69700,2020-05-17
1742.90015,0.16400,0.14200,0.30400,0.65300,2020-05-18
1742.90015,0.16400,0.14200,0.30400,0.65300,2020-05-19
1742.90015,0.16400,0.14200,0.30400,0.65300,2020-05-20
1743.30005,0.16000,0.13900,0.31000,0.66700,2020-05-21
1728.90002,0.16600,0.15200,0.32100,0.68700,2020-05-22
1701.00000,0.19200,0.15500,0.36400,0.74600,2020-05-23
1721.79993,0.19800,0.15200,0.40800,0.82500,2020-05-24
1678.50000,0.21000,0.15700,0.46300,0.89300,2020-05-25
1678.50000,0.21000,0.15700,0.46300,0.89300,2020-05-26
1678.50000,0.21000,0.15700,0.46300,0.89300,2020-05-27
1699.90002,0.23000,0.16500,0.45000,0.87800,2020-05-28
1717.00000,0.20400,0.17200,0.39800,0.82400,2020-05-29
1715.50000,0.17300,0.17200,0.32400,0.73600,2020-05-30
1734.69995,0.20100,0.16500,0.32000,0.66600,2020-05-31
1732.00000,0.19500,0.16500,0.33300,0.71000,2020-06-01
1732.00000,0.19500,0.16500,0.33300,0.71000,2020-06-02
1732.00000,0.19500,0.16500,0.33300,0.71000,2020-06-03
1721.79993,0.19300,0.16700,0.34200,0.72000,2020-06-04
1731.50000,0.19700,0.17200,0.33600,0.74100,2020-06-05
1730.30005,0.19500,0.17800,0.34200,0.73300,2020-06-06
1725.99988,0.19500,0.15700,0.33300,0.70700,2020-06-07
1747.10010,0.19000,0.15500,0.32500,0.69400,2020-06-08
1747.10010,0.19000,0.15500,0.32500,0.69400,2020-06-09
1747.10010,0.19000,0.15500,0.32500,0.69400,2020-06-10
1758.40002,0.19600,0.15200,0.33900,0.71000,2020-06-11
1774.09985,0.19000,0.15200,0.33000,0.71500,2020-06-12
1768.09998,0.18800,0.15200,0.31900,0.67900,2020-06-13
1763.10010,0.18800,0.14200,0.33000,0.68200,2020-06-14
1773.30005,0.16800,0.14500,0.30000,0.64000,2020-06-15
1773.30005,0.16800,0.14500,0.30000,0.64000,2020-06-16
1773.30005,0.16800,0.14500,0.30000,0.64000,2020-06-17
1781.19995,0.15200,0.13700,0.27500,0.62700,2020-06-18
1800.50012,0.15400,0.14700,0.28800,0.65800,2020-06-19
1779.90002,0.16400,0.14200,0.31200,0.67600,2020-06-20
1789.99988,0.15500,0.14200,0.29400,0.66900,2020-06-21
1793.50000,0.15500,0.14200,0.29400,0.66900,2020-06-22
1793.50000,0.15500,0.14200,0.29400,0.66900,2020-06-23
1793.50000,0.15500,0.14200,0.29400,0.66900,2020-06-24
1793.50000,0.15900,0.14500,0.30100,0.67800,2020-06-25
1809.89990,0.16100,0.14700,0.28600,0.64000,2020-06-26
1820.60010,0.16300,0.14700,0.30200,0.66600,2020-06-27
1803.80005,0.15300,0.13400,0.28300,0.61300,2020-06-28
1801.89990,0.15700,0.13200,0.30400,0.64300,2020-06-29
1801.89990,0.15700,0.13200,0.30400,0.64300,2020-06-30
1801.89990,0.15700,0.13200,0.30400,0.64300,2020-07-01
1814.09985,0.15500,0.13700,0.28700,0.61800,2020-07-02
1813.40002,0.15900,0.14500,0.29100,0.62500,2020-07-03
1813.79993,0.15700,0.13700,0.28800,0.63300,2020-07-04
1800.30017,0.14700,0.11400,0.27700,0.61800,2020-07-05
1809.99988,0.14300,0.11700,0.27900,0.62300,2020-07-06
1809.99988,0.14300,0.11700,0.27900,0.62300,2020-07-07
1809.99988,0.14300,0.11700,0.27900,0.62300,2020-07-08
1817.40002,0.14900,0.11700,0.28000,0.61300,2020-07-09
1843.90002,0.14300,0.12400,0.26900,0.60500,2020-07-10
1865.09998,0.15300,0.12200,0.27500,0.60000,2020-07-11
1889.99988,0.15300,0.11700,0.26900,0.57700,2020-07-12
1897.50000,0.14900,0.10900,0.27400,0.58700,2020-07-13
1897.50000,0.14900,0.10900,0.27400,0.58700,2020-07-14
1897.50000,0.14900,0.10900,0.27400,0.58700,2020-07-15
1931.00000,0.15400,0.10400,0.28700,0.61500,2020-07-16
1944.60010,0.14300,0.10900,0.26600,0.57900,2020-07-17
1953.40002,0.13300,0.10100,0.25500,0.57700,2020-07-18
1949.50000,0.12100,0.09600,0.23000,0.54500,2020-07-19
1968.00000,0.10900,0.09400,0.20900,0.53300,2020-07-20
1968.00000,0.10900,0.09400,0.20900,0.53300,2020-07-21
1968.00000,0.10900,0.09400,0.20900,0.53300,2020-07-22
1969.50000,0.11300,0.08900,0.22000,0.55400,2020-07-23
2004.19995,0.10900,0.09900,0.19200,0.51200,2020-07-24
2032.90002,0.11900,0.10100,0.22300,0.54900,2020-07-25
2054.60010,0.11700,0.09900,0.21500,0.53800,2020-07-26
2014.30005,0.12900,0.09900,0.22900,0.56600,2020-07-27
2014.30005,0.12900,0.09900,0.22900,0.56600,2020-07-28
2014.30005,0.12900,0.09900,0.22900,0.56600,2020-07-29
2027.29993,0.13100,0.09900,0.23700,0.58100,2020-07-30
1935.69983,0.15300,0.11200,0.27700,0.64300,2020-07-31
1937.50000,0.16100,0.10600,0.29900,0.67300,2020-08-01
1959.29993,0.16500,0.09900,0.32000,0.71700,2020-08-02
1938.80005,0.14700,0.09900,0.29600,0.70900,2020-08-03
1938.80005,0.14700,0.09900,0.29600,0.70900,2020-08-04
1938.80005,0.14700,0.09900,0.29600,0.70900,2020-08-05
1987.09998,0.15300,0.09400,0.29100,0.69200,2020-08-06
2001.59998,0.14500,0.10600,0.27900,0.67000,2020-08-07
1960.50012,0.14500,0.10100,0.29000,0.68500,2020-08-08
1935.39990,0.14300,0.09600,0.27200,0.65200,2020-08-09
1936.00000,0.14700,0.09600,0.26800,0.63600,2020-08-10
1936.00000,0.14700,0.09600,0.26800,0.63600,2020-08-11
1936.00000,0.14700,0.09600,0.26800,0.63600,2020-08-12
1928.60010,0.15500,0.09400,0.28200,0.65400,2020-08-13
1912.50012,0.15300,0.10100,0.29600,0.68800,2020-08-14
1941.69995,0.15200,0.09900,0.28800,0.68800,2020-08-15
1922.30005,0.16000,0.10100,0.31300,0.75400,2020-08-16
1966.80005,0.13300,0.10400,0.27200,0.72400,2020-08-17
1966.80005,0.13300,0.10400,0.27200,0.72400,2020-08-18
1966.80005,0.13300,0.10400,0.27200,0.72400,2020-08-19
1970.50000,0.13300,0.10600,0.26900,0.70600,2020-08-20
1970.80005,0.13300,0.10600,0.25500,0.67200,2020-08-21
1936.90002,0.13500,0.10600,0.25200,0.64800,2020-08-22
1930.19983,0.12700,0.10600,0.24800,0.63600,2020-08-23
1926.19983,0.14700,0.11200,0.30100,0.72100,2020-08-24
1926.19983,0.14700,0.11200,0.30100,0.72100,2020-08-25
1926.19983,0.14700,0.11200,0.30100,0.72100,2020-08-26
1943.19995,0.14100,0.11200,0.29300,0.72000,2020-08-27
1935.09998,0.14300,0.11900,0.26900,0.68200,2020-08-28
1946.80005,0.14700,0.11200,0.27800,0.69800,2020-08-29
1956.00000,0.13900,0.11400,0.26900,0.68200,2020-08-30
1939.49988,0.12900,0.11200,0.25300,0.66900,2020-08-31
1939.49988,0.12900,0.11200,0.25300,0.66900,2020-09-01
1939.49988,0.12900,0.11200,0.25300,0.66900,2020-09-02
1954.69995,0.13700,0.10900,0.26400,0.67600,2020-09-03
1957.99988,0.14100,0.11200,0.27200,0.68000,2020-09-04
1961.99988,0.13900,0.11200,0.28300,0.69800,2020-09-05
1941.30005,0.13900,0.09400,0.27900,0.68900,2020-09-06
1953.19995,0.14100,0.09100,0.28300,0.69700,2020-09-07
1953.19995,0.14100,0.09100,0.28300,0.69700,2020-09-08
1953.19995,0.14100,0.09100,0.28300,0.69700,2020-09-09
1902.09985,0.13900,0.08600,0.26900,0.66900,2020-09-10
1899.30005,0.13700,0.09900,0.26600,0.67100,2020-09-11
1860.50012,0.14100,0.09900,0.27500,0.67700,2020-09-12
1868.90002,0.13700,0.09900,0.27700,0.66800,2020-09-13
1857.79993,0.13100,0.10100,0.26700,0.65600,2020-09-14
1857.79993,0.13100,0.10100,0.26700,0.65600,2020-09-15
1857.79993,0.13100,0.10100,0.26700,0.65600,2020-09-16
1872.80005,0.12900,0.09400,0.26300,0.65800,2020-09-17
1898.69995,0.12700,0.09600,0.25300,0.65100,2020-09-18
1891.30005,0.13100,0.09600,0.27800,0.68600,2020-09-19
1912.30017,0.12900,0.09100,0.27500,0.67900,2020-09-20
1903.80005,0.13300,0.09100,0.28800,0.70400,2020-09-21
1903.80005,0.13300,0.09100,0.28800,0.70400,2020-09-22
1903.80005,0.13300,0.09100,0.28800,0.70400,2020-09-23
1916.09998,0.14900,0.09600,0.33200,0.77800,2020-09-24
1904.80005,0.14700,0.09900,0.31000,0.73400,2020-09-25
1886.80017,0.15300,0.09900,0.33900,0.78400,2020-09-26
1891.00012,0.14900,0.09600,0.33400,0.77900,2020-09-27
1921.89990,0.15700,0.10100,0.34000,0.77900,2020-09-28
1921.89990,0.15700,0.10100,0.34000,0.77900,2020-09-29
1921.89990,0.15700,0.10100,0.34000,0.77900,2020-09-30
1924.30017,0.15700,0.10100,0.33100,0.76400,2020-10-01
1890.19983,0.14100,0.09900,0.30600,0.72900,2020-10-02
1903.10010,0.14100,0.10600,0.30600,0.72700,2020-10-03
1904.90002,0.14300,0.10400,0.31700,0.73900,2020-10-04
1902.40002,0.14700,0.09600,0.32500,0.74900,2020-10-05
1902.40002,0.14700,0.09600,0.32500,0.74900,2020-10-06
1902.40002,0.14700,0.09600,0.32500,0.74900,2020-10-07
1907.69995,0.14700,0.09600,0.33600,0.77200,2020-10-08
1911.59998,0.14700,0.10100,0.33600,0.78600,2020-10-09
1925.69995,0.14900,0.09600,0.35500,0.82100,2020-10-10
1901.59998,0.15500,0.09100,0.38000,0.86100,2020-10-11
1902.30005,0.15500,0.09400,0.37300,0.84100,2020-10-12
1902.30005,0.15500,0.09400,0.37300,0.84100,2020-10-13
1902.30005,0.15500,0.09400,0.37300,0.84100,2020-10-14
1903.10010,0.15100,0.08900,0.35100,0.80300,2020-10-15
1909.19995,0.14900,0.09600,0.33200,0.77100,2020-10-16
1876.50012,0.15000,0.09600,0.33200,0.77400,2020-10-17
1868.00000,0.15300,0.09400,0.37500,0.83100,2020-10-18
1879.90002,0.15600,0.09400,0.38400,0.87400,2020-10-19
1879.90002,0.15600,0.09400,0.38400,0.87400,2020-10-20
1879.90002,0.15600,0.09400,0.38400,0.87400,2020-10-21
1892.50012,0.15800,0.09100,0.38000,0.85200,2020-10-22
1910.40002,0.17000,0.09600,0.39400,0.89600,2020-10-23
1896.19995,0.14900,0.09400,0.33200,0.77100,2020-10-24
1946.80005,0.14900,0.09100,0.32900,0.76600,2020-10-25
1951.69983,0.15500,0.09400,0.36100,0.82000,2020-10-26
1951.69983,0.15500,0.09400,0.36100,0.82000,2020-10-27
1951.69983,0.15500,0.09400,0.36100,0.82000,2020-10-28
1854.40002,0.17500,0.09600,0.42800,0.92400,2020-10-29
1876.40015,0.18500,0.09600,0.45400,0.96000,2020-10-30
1861.59998,0.18700,0.09600,0.45400,0.97700,2020-10-31
1873.30005,0.17700,0.09100,0.39300,0.88300,2020-11-01
1886.19983,0.18100,0.09100,0.40900,0.89800,2020-11-02
1886.19983,0.18100,0.09100,0.40900,0.89800,2020-11-03
1886.19983,0.18100,0.09100,0.40900,0.89800,2020-11-04
1887.80005,0.17900,0.08400,0.40800,0.91100,2020-11-05
1885.09998,0.17500,0.08600,0.38100,0.86200,2020-11-06
1873.89990,0.17500,0.08600,0.39500,0.87000,2020-11-07
1861.50000,0.16700,0.06600,0.38100,0.84200,2020-11-08
1872.40015,0.16100,0.06800,0.37300,0.82400,2020-11-09
1872.40015,0.16100,0.06800,0.37300,0.82400,2020-11-10
1872.40015,0.16100,0.06800,0.37300,0.82400,2020-11-11
1837.79993,0.16300,0.07600,0.38800,0.85900,2020-11-12
1804.60010,0.16400,0.08600,0.40000,0.88500,2020-11-13
1805.50000,0.16200,0.08600,0.39200,0.88200,2020-11-14
1788.09998,0.15600,0.09700,0.38000,0.85900,2020-11-15
1784.80005,0.15400,0.08100,0.36900,0.84200,2020-11-16
1784.80005,0.15400,0.08100,0.36900,0.84200,2020-11-17
1784.80005,0.15400,0.08100,0.36900,0.84200,2020-11-18
1777.99988,0.15000,0.08100,0.36400,0.84200,2020-11-19
1816.60010,0.17000,0.08600,0.41900,0.92900,2020-11-20
1827.59998,0.16200,0.08100,0.41600,0.93800,2020-11-21
1838.40002,0.15300,0.08100,0.39600,0.91100,2020-11-22
1837.50000,0.15300,0.08100,0.42300,0.97300,2020-11-23
1837.50000,0.15300,0.08100,0.42300,0.97300,2020-11-24
1837.50000,0.15300,0.08100,0.42300,0.97300,2020-11-25
1863.30005,0.14500,0.07600,0.39100,0.92800,2020-11-26
1872.30017,0.15100,0.07900,0.39400,0.92100,2020-11-27
1836.09998,0.15100,0.07600,0.40700,0.93800,2020-11-28
1835.20007,0.13900,0.07900,0.38400,0.90600,2020-11-29
1841.40002,0.12100,0.07100,0.36400,0.89600,2020-11-30
1841.40002,0.12100,0.07100,0.36400,0.89600,2020-12-01
1841.40002,0.12100,0.07100,0.36400,0.89600,2020-12-02
1829.79993,0.11900,0.07100,0.36200,0.89800,2020-12-03
1853.19995,0.11900,0.07600,0.36700,0.91100,2020-12-04
1857.00000,0.11900,0.08100,0.36900,0.92000,2020-12-05
1887.90002,0.12300,0.08600,0.37800,0.93500,2020-12-06
1886.50000,0.12300,0.08600,0.38100,0.94500,2020-12-07
1886.50000,0.12300,0.08600,0.38100,0.94500,2020-12-08
1886.50000,0.12300,0.08600,0.38100,0.94500,2020-12-09
1880.30017,0.12300,0.08900,0.38100,0.93800,2020-12-10
1867.69995,0.11900,0.08900,0.36500,0.92100,2020-12-11
1875.59998,0.12100,0.08600,0.37200,0.94500,2020-12-12
1880.70007,0.12300,0.08900,0.36400,0.92600,2020-12-13
1880.70007,0.12300,0.08900,0.36400,0.92600,2020-12-14
1880.70007,0.12300,0.08900,0.36400,0.92600,2020-12-15
1880.70007,0.12300,0.08900,0.36400,0.92600,2020-12-16
1877.89990,0.12300,0.09400,0.35700,0.92300,2020-12-17
1880.50012,0.12900,0.09600,0.38100,0.94000,2020-12-18
1893.40002,0.12500,0.08100,0.37000,0.92600,2020-12-19
1895.10010,0.12300,0.07900,0.36100,0.91600,2020-12-20
1895.10010,0.12300,0.07900,0.36100,0.91600,2020-12-21
1895.10010,0.12300,0.07900,0.36100,0.91600,2020-12-22
1895.10010,0.12300,0.07900,0.36100,0.91600,2020-12-23
1946.59998,0.11700,0.07900,0.35300,0.91800,2020-12-24
1954.40002,0.12300,0.08400,0.37700,0.95500,2020-12-25
1908.60010,0.13900,0.08900,0.42700,1.03900,2020-12-26
1913.59998,0.14100,0.08600,0.45800,1.08100,2020-12-27
1835.40002,0.13700,0.08600,0.48600,1.11900,2020-12-28
1835.40002,0.13700,0.08600,0.48600,1.11900,2020-12-29
1835.40002,0.13700,0.08600,0.48600,1.11900,2020-12-30
1850.80017,0.14900,0.08600,0.50600,1.14400,2020-12-31
1844.19995,0.14700,0.08600,0.49800,1.12900,2021-01-01
1854.90015,0.14500,0.08600,0.47500,1.09200,2021-01-02
1851.40002,0.14500,0.08100,0.48400,1.12900,2021-01-03
1829.89990,0.13500,0.08100,0.45200,1.08700,2021-01-04
1829.89990,0.13500,0.08100,0.45200,1.08700,2021-01-05
1829.89990,0.13500,0.08100,0.45200,1.08700,2021-01-06
1840.19995,0.13700,0.08100,0.46000,1.10000,2021-01-07
1840.19995,0.13300,0.08900,0.44700,1.09200,2021-01-08
1866.50000,0.12900,0.08100,0.44100,1.07700,2021-01-09
1865.89990,0.12500,0.08100,0.44700,1.10900,2021-01-10
1856.19995,0.12500,0.07900,0.43300,1.08600,2021-01-11
1856.19995,0.12500,0.07900,0.43300,1.08600,2021-01-12
1856.19995,0.12500,0.07900,0.43300,1.08600,2021-01-13
1855.20007,0.12100,0.07600,0.40500,1.03300,2021-01-14
1850.90015,0.12300,0.07900,0.40900,1.03300,2021-01-15
1844.90002,0.11900,0.07100,0.41000,1.01300,2021-01-16
1839.40002,0.12100,0.06300,0.43200,1.05200,2021-01-17
1849.00000,0.11100,0.05800,0.42600,1.07100,2021-01-18
1849.00000,0.11100,0.05800,0.42600,1.07100,2021-01-19
1849.00000,0.11100,0.05800,0.42600,1.07100,2021-01-20
1862.19983,0.11100,0.05600,0.42400,1.07900,2021-01-21
1832.40015,0.11300,0.05600,0.43800,1.09500,2021-01-22
1833.79993,0.11900,0.04600,0.46400,1.13900,2021-01-23
1790.30005,0.11300,0.03800,0.45800,1.13600,2021-01-24
1811.90002,0.10500,0.03300,0.46600,1.16900,2021-01-25
1811.90002,0.10500,0.03300,0.46600,1.16900,2021-01-26
1811.90002,0.10500,0.03300,0.46600,1.16900,2021-01-27
1833.00000,0.11300,0.03000,0.48200,1.17600,2021-01-28
1836.19995,0.11700,0.04100,0.47500,1.16000,2021-01-29
1841.59998,0.11100,0.04100,0.45100,1.12400,2021-01-30
1825.59998,0.10900,0.04100,0.46400,1.16500,2021-01-31
1821.99988,0.11100,0.04100,0.49300,1.21000,2021-02-01
1821.99988,0.11100,0.04100,0.49300,1.21000,2021-02-02
1821.99988,0.11100,0.04100,0.49300,1.21000,2021-02-03
1799.00012,0.11500,0.04100,0.52200,1.25000,2021-02-04
1797.89990,0.12300,0.04100,0.57200,1.31100,2021-02-05
1771.80005,0.10900,0.04100,0.55400,1.28200,2021-02-06
1773.99988,0.10900,0.03800,0.55400,1.29700,2021-02-07
1776.29993,0.10900,0.03300,0.57700,1.34000,2021-02-08
1776.29993,0.10900,0.03300,0.57700,1.34000,2021-02-09
1776.29993,0.10900,0.03300,0.57700,1.34000,2021-02-10
1807.20007,0.11500,0.03000,0.60000,1.36900,2021-02-11
1804.80005,0.11100,0.03300,0.57000,1.34300,2021-02-12
1796.60010,0.12500,0.03300,0.60200,1.37200,2021-02-13
1775.40002,0.17800,0.04300,0.82000,1.53000,2021-02-14
1728.80005,0.12900,0.04100,0.73000,1.40700,2021-02-15
1728.80005,0.12900,0.04100,0.73000,1.40700,2021-02-16
1728.80005,0.12900,0.04100,0.73000,1.40700,2021-02-17
1723.00012,0.12100,0.03500,0.69800,1.42600,2021-02-18
1733.59998,0.12300,0.04100,0.66300,1.39800,2021-02-19
1715.80005,0.14300,0.04100,0.73200,1.48400,2021-02-20
1700.69983,0.14700,0.03800,0.78200,1.55700,2021-02-21
1698.50000,0.14100,0.03800,0.80300,1.57700,2021-02-22
1698.50000,0.14100,0.03800,0.80300,1.57700,2021-02-23
1698.50000,0.14100,0.03800,0.80300,1.57700,2021-02-24
1677.99988,0.16500,0.04100,0.86000,1.60300,2021-02-25
1716.90002,0.16300,0.04100,0.80800,1.52800,2021-02-26
1721.79993,0.15500,0.04100,0.78900,1.52100,2021-02-27
1722.59998,0.14300,0.03800,0.78600,1.53500,2021-02-28
1719.80005,0.14900,0.03000,0.84200,1.62500,2021-03-01
1719.80005,0.14900,0.03000,0.84200,1.62500,2021-03-02
1719.80005,0.14900,0.03000,0.84200,1.62500,2021-03-03
1729.19995,0.15300,0.02500,0.82900,1.60700,2021-03-04
1730.90015,0.15100,0.01800,0.82900,1.62100,2021-03-05
1727.10010,0.13700,0.01800,0.80200,1.64600,2021-03-06
1732.49988,0.15700,0.01500,0.86000,1.70600,2021-03-07
1741.69995,0.15300,0.01000,0.88700,1.73000,2021-03-08
1741.69995,0.15300,0.01000,0.88700,1.73000,2021-03-09
1741.69995,0.15300,0.01000,0.88700,1.73000,2021-03-10
1738.09985,0.15100,0.01000,0.86300,1.69500,2021-03-11
1725.09998,0.14700,0.01500,0.81600,1.62200,2021-03-12
1733.19995,0.15000,0.02000,0.81400,1.61400,2021-03-13
1725.09998,0.13900,0.02000,0.83500,1.63300,2021-03-14
1732.29993,0.14100,0.02000,0.86400,1.67400,2021-03-15
1732.29993,0.14100,0.02000,0.86400,1.67400,2021-03-16
1732.29993,0.14100,0.02000,0.86400,1.67400,2021-03-17
1712.19995,0.14300,0.01500,0.89200,1.71700,2021-03-18
1685.09998,0.14800,0.02300,0.89900,1.71000,2021-03-19
1714.40002,0.16200,0.02300,0.93800,1.74400,2021-03-20
1727.30005,0.16200,0.01800,0.90600,1.67300,2021-03-21
1727.30005,0.16200,0.02000,0.90600,1.67300,2021-03-22
1727.30005,0.16200,0.02000,0.90600,1.67300,2021-03-23
1727.30005,0.16200,0.02000,0.90600,1.67300,2021-03-24
1727.69995,0.17000,0.02000,0.93000,1.70700,2021-03-25
1741.99988,0.16200,0.02000,0.87000,1.65800,2021-03-26
1740.49988,0.15500,0.01500,0.87400,1.67900,2021-03-27
1757.09998,0.15100,0.01500,0.83800,1.62600,2021-03-28
1743.80005,0.15900,0.01300,0.86600,1.66200,2021-03-29
1743.80005,0.15900,0.01300,0.86600,1.66200,2021-03-30
1743.80005,0.15900,0.01300,0.86600,1.66200,2021-03-31
1731.59998,0.16900,0.01800,0.88500,1.66900,2021-04-01
1746.50000,0.16100,0.02000,0.83900,1.62000,2021-04-02
1735.30005,0.16300,0.02000,0.86000,1.63400,2021-04-03
1765.79993,0.16100,0.01500,0.81600,1.57400,2021-04-04
1779.30005,0.16300,0.01800,0.83700,1.59000,2021-04-05
1779.30005,0.16300,0.01800,0.83700,1.59000,2021-04-06
1779.30005,0.16300,0.01800,0.83700,1.59000,2021-04-07
1769.69995,0.16100,0.02000,0.83400,1.61000,2021-04-08
1777.59998,0.15300,0.02500,0.79800,1.56600,2021-04-09
1792.70007,0.14900,0.02300,0.80000,1.55900,2021-04-10
1781.50000,0.15100,0.02000,0.79400,1.54200,2021-04-11
1777.30005,0.16000,0.02000,0.81600,1.55900,2021-04-12
1777.30005,0.16000,0.02000,0.81600,1.55900,2021-04-13
1777.30005,0.16000,0.02000,0.81600,1.55900,2021-04-14
1779.40002,0.17000,0.01500,0.83100,1.56800,2021-04-15
1778.19983,0.18200,0.01500,0.88100,1.62500,2021-04-16
1773.50000,0.16600,0.01800,0.85200,1.61100,2021-04-17
1768.29993,0.16400,0.01300,0.86700,1.64100,2021-04-18
1767.69995,0.16200,0.01300,0.84900,1.62600,2021-04-19
1767.69995,0.16200,0.01300,0.84900,1.62600,2021-04-20
1767.69995,0.16200,0.01300,0.84900,1.62600,2021-04-21
1791.80005,0.16200,0.01500,0.82500,1.59900,2021-04-22
1776.00000,0.16200,0.01500,0.81900,1.59100,2021-04-23
1784.29993,0.15500,0.01800,0.79500,1.57100,2021-04-24
1815.69995,0.15700,0.01500,0.80300,1.57000,2021-04-25
1831.30005,0.14700,0.01500,0.77400,1.57900,2021-04-26
1831.30005,0.14700,0.01500,0.77400,1.57900,2021-04-27
1831.30005,0.14700,0.01500,0.77400,1.57900,2021-04-28
1837.59998,0.15500,0.01000,0.78500,1.60400,2021-04-29
1836.09998,0.16100,0.01500,0.80100,1.62200,2021-04-30
1822.80017,0.16700,0.01500,0.86400,1.69300,2021-05-01
1824.00000,0.15700,0.01300,0.82900,1.65900,2021-05-02
1838.09985,0.14900,0.01000,0.81800,1.63500,2021-05-03
1838.09985,0.14900,0.01000,0.81800,1.63500,2021-05-04
1838.09985,0.14900,0.01000,0.81800,1.63500,2021-05-05
1867.59998,0.15500,0.01000,0.83600,1.65200,2021-05-06
1868.00000,0.15100,0.01500,0.81900,1.64000,2021-05-07
1881.50000,0.15900,0.01500,0.86000,1.67600,2021-05-08
1881.89990,0.14700,0.00800,0.81500,1.62800,2021-05-09
1876.70007,0.15500,0.00500,0.82100,1.62300,2021-05-10
1876.70007,0.15500,0.00500,0.82100,1.62300,2021-05-11
1876.70007,0.15500,0.00500,0.82100,1.62300,2021-05-12
1884.50012,0.15100,0.01000,0.80300,1.60300,2021-05-13
1897.99988,0.14500,0.01500,0.77400,1.56000,2021-05-14
1901.19995,0.14800,0.01000,0.78200,1.58100,2021-05-15
1896.90002,0.14700,0.01000,0.81400,1.60600,2021-05-16
1904.00000,0.14100,0.01300,0.78800,1.58100,2021-05-17
1904.00000,0.14100,0.01300,0.78800,1.58100,2021-05-18
1904.00000,0.14100,0.01300,0.78800,1.58100,2021-05-19
1905.00000,0.14500,0.01500,0.80800,1.61000,2021-05-20
1903.69995,0.14900,0.01500,0.80300,1.60600,2021-05-21
1908.70007,0.14700,0.02000,0.79500,1.58900,2021-05-22
1872.09998,0.15800,0.02000,0.84000,1.62500,2021-05-23
1890.80017,0.14900,0.02000,0.78000,1.55700,2021-05-24
1890.80017,0.14900,0.02000,0.78000,1.55700,2021-05-25
1890.80017,0.14900,0.02000,0.78000,1.55700,2021-05-26
1897.59998,0.15700,0.02500,0.79300,1.56900,2021-05-27
1893.09998,0.15500,0.02500,0.77600,1.53800,2021-05-28
1894.19983,0.15700,0.02500,0.75000,1.49200,2021-05-29
1895.20007,0.14700,0.02500,0.71600,1.43700,2021-05-30
1878.40002,0.14900,0.02800,0.74400,1.45400,2021-05-31
1878.40002,0.14900,0.02800,0.74400,1.45400,2021-06-01
1878.40002,0.14900,0.02800,0.74400,1.45400,2021-06-02
1864.60010,0.16100,0.02500,0.78700,1.49700,2021-06-03
1855.20007,0.16500,0.02500,0.77900,1.48900,2021-06-04
1860.19995,0.20700,0.04800,0.89700,1.58100,2021-06-05
1774.50000,0.21300,0.03800,0.88100,1.51100,2021-06-06
1768.39990,0.25200,0.04100,0.87600,1.44300,2021-06-07
1768.39990,0.25200,0.04100,0.87600,1.44300,2021-06-08
1768.39990,0.25200,0.04100,0.87600,1.44300,2021-06-09
1782.30005,0.25600,0.04100,0.88800,1.49700,2021-06-10
1776.49988,0.23000,0.04300,0.85700,1.46700,2021-06-11
1782.50000,0.26400,0.04600,0.88000,1.48500,2021-06-12
1775.80005,0.27000,0.05300,0.91500,1.49900,2021-06-13
1777.00000,0.26800,0.05300,0.92500,1.52400,2021-06-14
1777.00000,0.26800,0.05300,0.92500,1.52400,2021-06-15
1777.00000,0.26800,0.05300,0.92500,1.52400,2021-06-16
1779.80005,0.25600,0.05100,0.89900,1.48200,2021-06-17
1763.59998,0.25200,0.05100,0.89100,1.47500,2021-06-18
