Date,Close,High,Low,Open,Volume
,^990100-USD-STRD,^990100-USD-STRD,^990100-USD-STRD,^990100-USD-STRD,^990100-USD-STRD
2025-03-07,3740.39990234375,3743.800048828125,3688.199951171875,3727.89990234375,0
2025-03-10,3651.5,3741.699951171875,3626.10009765625,3739.60009765625,0
2025-03-11,3623.199951171875,3653.699951171875,3602.89990234375,3650.0,0
2025-03-12,3643.0,3662.199951171875,3612.699951171875,3622.39990234375,0
2025-03-13,3599.699951171875,3644.89990234375,3591.60009765625,3642.5,0
2025-03-14,3665.699951171875,3669.10009765625,3597.89990234375,3599.300048828125,0
2025-03-17,3697.199951171875,3710.199951171875,3668.39990234375,3668.5,0
2025-03-18,3672.60009765625,3705.5,3662.39990234375,3696.300048828125,0
2025-03-19,3701.89990234375,3724.300048828125,3669.300048828125,3673.89990234375,0
2025-03-20,3693.60009765625,3715.300048828125,3676.699951171875,3706.199951171875,0
2025-03-21,3689.89990234375,3695.699951171875,3658.199951171875,3694.199951171875,0
2025-03-24,3735.699951171875,3739.0,3686.5,3689.60009765625,0
2025-03-25,3746.89990234375,3753.0,3735.60009765625,3738.0,0
2025-03-26,3709.199951171875,3749.0,3699.300048828125,3746.5,0
2025-03-27,3696.199951171875,3715.800048828125,3683.89990234375,3706.199951171875,0
2025-03-28,3634.699951171875,3694.199951171875,3630.89990234375,3694.199951171875,0
2025-03-31,3628.60009765625,3636.10009765625,3568.0,3633.5,0
2025-04-01,3649.60009765625,3656.5,3608.300048828125,3629.199951171875,0
2025-04-02,3668.5,3678.699951171875,3613.699951171875,3648.699951171875,0
2025-04-04,3326.300048828125,3525.89990234375,3320.699951171875,3525.89990234375,0
2025-04-07,3267.0,3381.39990234375,3155.699951171875,3324.5,0
2025-04-08,3254.199951171875,3398.0,3222.800048828125,3267.10009765625,0
2025-04-09,3464.800048828125,3469.699951171875,3217.10009765625,3257.300048828125,0
2025-04-10,3421.89990234375,3520.199951171875,3350.89990234375,3461.800048828125,0
2025-04-11,3471.300048828125,3478.0,3403.5,3426.699951171875,0
2025-04-14,3514.199951171875,3539.300048828125,3474.300048828125,3474.300048828125,0
2025-04-15,3522.800048828125,3545.0,3513.39990234375,3514.699951171875,0
2025-04-16,3468.5,3523.800048828125,3444.199951171875,3519.800048828125,0
2025-04-17,3474.10009765625,3495.89990234375,3461.699951171875,3469.60009765625,0
2025-04-21,3424.300048828125,3488.10009765625,3397.800048828125,3481.5,0
2025-04-22,3488.0,3496.300048828125,3419.199951171875,3423.60009765625,0
2025-04-23,3538.0,3584.800048828125,3479.300048828125,3479.300048828125,0
2025-04-24,3596.199951171875,3598.60009765625,3535.699951171875,3536.5,0
2025-04-25,3618.5,3620.199951171875,3585.800048828125,3596.699951171875,0
2025-04-28,3628.5,3640.10009765625,3603.199951171875,3619.0,0
2025-04-29,3647.199951171875,3653.0,3622.199951171875,3631.39990234375,0
2025-04-30,3655.5,3659.199951171875,3583.39990234375,3649.199951171875,0
2025-05-01,3663.699951171875,3690.60009765625,3649.699951171875,3652.89990234375,0
2025-05-02,3724.60009765625,3726.199951171875,3664.60009765625,3665.0,0
2025-05-05,3707.39990234375,3724.89990234375,3700.800048828125,3720.60009765625,0
2025-05-06,3687.199951171875,3708.89990234375,3676.39990234375,3705.800048828125,0
2025-05-07,3697.5,3701.60009765625,3672.0,3687.300048828125,0
2025-05-08,3707.89990234375,3730.800048828125,3689.39990234375,3692.5,0
2025-05-09,3711.699951171875,3727.10009765625,3704.300048828125,3704.5,0
2025-05-12,3793.699951171875,3793.699951171875,3699.800048828125,3709.5,0
2025-05-13,3823.10009765625,3835.10009765625,3793.800048828125,3793.89990234375,0
2025-05-14,3830.699951171875,3837.800048828125,3818.699951171875,3825.60009765625,0
2025-05-15,3842.199951171875,3845.5,3815.10009765625,3827.0,0
2025-05-16,3863.300048828125,3863.60009765625,3837.800048828125,3844.10009765625,0
2025-05-19,3874.10009765625,3874.5,3838.199951171875,3866.199951171875,0
2025-05-20,3870.0,3879.10009765625,3856.699951171875,3873.800048828125,0
2025-05-21,3829.800048828125,3877.5,3822.800048828125,3873.60009765625,0
2025-05-22,3818.89990234375,3835.5,3808.699951171875,3827.39990234375,0
2025-05-23,3802.800048828125,3827.89990234375,3782.800048828125,3819.60009765625,0
2025-05-26,3813.89990234375,3814.89990234375,3804.5,3804.699951171875,0
2025-05-27,3869.10009765625,3869.89990234375,3812.199951171875,3814.10009765625,0
2025-05-28,3845.699951171875,3871.39990234375,3841.89990234375,3870.5,0
