Date,Close,High,Low,Open,Volume
,ZN=F,ZN=F,ZN=F,ZN=F,ZN=F
2025-03-07,110.546875,111.28125,110.46875,110.8125,8439
2025-03-10,111.28125,111.359375,110.703125,110.875,2226
2025-03-11,110.8125,111.765625,110.8125,111.6875,1291
2025-03-12,110.625,110.953125,110.546875,110.875,1420
2025-03-13,110.90625,110.96875,110.390625,110.796875,1827
2025-03-14,110.625,110.84375,110.5625,110.84375,812
2025-03-17,110.59375,110.859375,110.515625,110.625,1121
2025-03-18,110.78125,110.84375,110.53125,110.65625,708
2025-03-19,110.984375,111.03125,110.5,110.6875,1749
2025-03-20,111.15625,111.375,111.15625,111.375,2032458
2025-03-21,111.09375,111.421875,111.0,111.109375,1709864
2025-03-24,110.546875,111.09375,110.484375,111.078125,1491560
2025-03-25,110.75,110.8125,110.3125,110.53125,1630966
2025-03-26,110.5625,110.71875,110.390625,110.671875,1728532
2025-03-27,110.421875,110.65625,110.1875,110.5,2098828
2025-03-28,111.203125,111.25,110.46875,110.46875,2440313
2025-03-31,111.21875,111.703125,111.125,111.296875,2939461
2025-04-01,111.78125,111.953125,111.359375,111.421875,2637829
2025-04-02,111.5,112.078125,111.15625,111.671875,3280446
2025-04-03,112.640625,113.0625,112.171875,112.1875,4419043
2025-04-04,113.046875,114.109375,112.71875,112.796875,5909934
2025-04-07,112.0625,114.3125,111.484375,113.578125,5938458
2025-04-08,111.46875,112.25,111.25,111.859375,4555093
2025-04-09,110.328125,111.625,110.03125,111.375,5565656
2025-04-10,110.59375,111.34375,110.3125,110.765625,3477955
2025-04-11,109.734375,110.65625,109.25,110.328125,3493055
2025-04-14,110.75,110.78125,109.40625,109.796875,1903624
2025-04-15,111.078125,111.1875,110.46875,110.671875,1962772
2025-04-16,111.421875,111.546875,110.90625,110.96875,1879966
2025-04-17,111.171875,111.5,111.046875,111.4375,1399843
2025-04-21,110.8125,111.28125,110.6875,111.125,1308194
2025-04-22,110.796875,110.9375,110.515625,110.734375,1435700
2025-04-23,110.65625,111.578125,110.578125,110.78125,2458444
2025-04-24,111.21875,111.25,110.640625,110.640625,1509798
2025-04-25,111.515625,111.703125,111.078125,111.171875,1306813
2025-04-28,111.90625,111.96875,111.3125,111.65625,1341759
2025-04-29,112.15625,112.234375,111.671875,111.90625,1470102
2025-04-30,112.21875,112.5,111.828125,112.15625,2696662
2025-05-01,111.859375,112.640625,111.765625,112.328125,1858910
2025-05-02,111.15625,112.046875,111.0625,111.921875,2164601
2025-05-05,111.0625,111.421875,110.890625,111.25,1132802
2025-05-06,111.3125,111.390625,110.859375,111.046875,1351859
2025-05-07,111.546875,111.6875,111.125,111.359375,1624092
2025-05-08,110.796875,111.59375,110.6875,111.578125,1816067
2025-05-09,110.8125,111.09375,110.734375,110.765625,1304833
2025-05-12,110.15625,110.609375,110.046875,110.5625,2139733
2025-05-13,109.96875,110.46875,109.9375,110.078125,1599843
2025-05-14,109.71875,110.296875,109.609375,110.140625,1793275
2025-05-15,110.25,110.421875,109.578125,109.65625,1896192
2025-05-16,110.328125,110.671875,109.96875,110.359375,1520268
2025-05-19,110.140625,110.328125,109.625,110.0,1982919
2025-05-20,110.203125,110.453125,109.890625,110.28125,1806285
2025-05-21,109.5,110.328125,109.421875,110.140625,2703320
2025-05-22,109.828125,110.0,109.40625,109.453125,4241617
2025-05-23,110.078125,110.546875,109.890625,109.953125,4241617
