"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/1992","87.110","86.880","87.190","86.820","2.40K","0.29%"
"06/18/1992","86.860","87.280","87.750","86.710","2.63K","1.07%"
"06/17/1992","85.940","85.370","85.950","85.380","0.23K","0.62%"
"06/16/1992","85.410","85.670","86.090","85.410","4.55K","-0.34%"
"06/15/1992","85.700","85.920","86.070","85.560","1.10K","-0.33%"
"06/12/1992","85.980","86.000","86.100","85.730","0.89K","-0.07%"
"06/11/1992","86.040","86.660","86.790","85.960","6.48K","-0.98%"
"06/10/1992","86.890","86.890","87.150","86.750","1.10K","0.06%"
"06/09/1992","86.840","86.640","86.920","86.390","3.01K","0.21%"
"06/08/1992","86.660","86.630","86.950","86.600","2.35K","-0.03%"
"06/05/1992","86.690","86.900","87.080","86.460","2.73K","-0.64%"
"06/04/1992","87.250","87.460","87.690","87.110","1.98K","-0.16%"
"06/03/1992","87.390","87.790","88.100","87.380","1.87K","-0.21%"
"06/02/1992","87.570","87.430","87.960","87.320","3.28K","0.36%"
"06/01/1992","87.260","87.450","87.820","86.930","2.11K","-0.27%"
"05/29/1992","87.500","88.150","88.240","87.340","2.47K","-1.15%"
"05/28/1992","88.520","89.050","89.080","88.500","1.85K","-0.67%"
"05/27/1992","89.120","88.110","89.210","88.110","2.15K","1.25%"
"05/26/1992","88.020","88.120","88.160","87.670","2.52K","-0.27%"
"05/22/1992","88.260","88.210","88.490","88.030","1.48K","0.06%"
"05/21/1992","88.210","87.650","88.350","87.540","1.86K","0.63%"
"05/20/1992","87.660","87.380","87.840","87.170","1.84K","0.53%"
"05/19/1992","87.200","87.340","87.500","86.960","7.00K","-0.19%"
"05/18/1992","87.370","87.950","88.010","87.280","3.45K","-0.90%"
"05/15/1992","88.160","88.580","88.760","87.900","4.68K","0.03%"
"05/14/1992","88.130","88.020","88.420","87.910","3.06K","0.00%"
"05/13/1992","88.130","88.780","88.850","88.070","2.91K","-0.80%"
"05/12/1992","88.840","89.740","89.790","88.760","4.08K","-0.99%"
"05/11/1992","89.730","90.000","90.100","89.730","1.59K","-0.29%"
"05/08/1992","89.990","89.410","90.200","89.050","3.97K","0.27%"
"05/07/1992","89.750","89.280","89.770","89.210","3.05K","0.55%"
"05/06/1992","89.260","89.800","89.800","89.150","5.05K","-0.48%"
"05/05/1992","89.690","90.170","90.350","89.670","1.90K","-0.47%"
"05/04/1992","90.110","89.980","90.290","89.840","1.70K","0.33%"
"05/01/1992","89.810","90.250","90.350","89.760","","-0.58%"
"04/30/1992","90.330","90.720","90.850","90.150","5.36K","-0.44%"
"04/29/1992","90.730","90.530","90.820","90.450","1.17K","0.19%"
"04/28/1992","90.560","90.580","90.950","90.470","2.44K","0.06%"
"04/27/1992","90.510","90.750","91.030","90.400","1.86K","-0.07%"
"04/24/1992","90.570","91.010","91.050","90.370","3.65K","-0.65%"
"04/23/1992","91.160","91.030","91.450","90.840","2.53K","0.04%"
"04/22/1992","91.120","91.500","91.590","90.930","4.74K","-0.36%"
"04/21/1992","91.450","91.420","91.520","91.190","2.59K","0.22%"
"04/20/1992","91.250","91.610","91.820","91.230","1.55K","-0.31%"
"04/16/1992","91.530","91.160","91.610","90.980","2.98K","0.46%"
"04/15/1992","91.110","90.880","91.230","90.550","3.85K","0.31%"
"04/14/1992","90.830","90.850","90.850","90.310","2.34K","-0.08%"
"04/13/1992","90.900","90.470","91.020","90.250","3.57K","0.65%"
"04/10/1992","90.310","89.490","90.320","90.290","5.92K","1.07%"
"04/09/1992","89.350","89.950","90.490","89.280","5.39K","-0.79%"
"04/08/1992","90.060","89.890","90.140","89.650","2.43K","0.18%"
"04/07/1992","89.900","90.050","90.370","89.880","1.67K","-0.16%"
"04/06/1992","90.040","90.190","90.350","89.740","1.98K","-0.04%"
"04/03/1992","90.080","90.920","91.000","89.960","4.57K","-1.00%"
"04/02/1992","90.990","91.390","91.720","90.840","1.75K","-0.44%"
"04/01/1992","91.390","90.760","91.600","90.730","3.54K","0.56%"
"03/31/1992","90.880","90.950","91.190","90.750","1.46K","-0.01%"
"03/30/1992","90.890","90.720","91.350","90.080","1.95K","0.19%"
"03/27/1992","90.720","91.750","91.880","90.680","5.05K","-1.18%"
"03/26/1992","91.800","91.300","91.840","91.180","1.85K","0.48%"
"03/25/1992","91.360","91.780","91.850","91.000","2.50K","-0.52%"
"03/24/1992","91.840","91.920","92.130","91.690","2.33K","-0.17%"
"03/23/1992","92.000","92.470","92.560","91.880","5.09K","-0.39%"
"03/20/1992","92.360","92.380","92.950","92.110","3.99K","0.05%"
"03/19/1992","92.310","91.370","92.400","91.340","4.48K","2.58%"
"03/18/1992","89.990","89.850","90.170","89.700","0.10K","0.19%"
"03/17/1992","89.820","90.450","90.610","89.700","4.62K","-0.78%"
"03/16/1992","90.530","91.000","91.080","90.500","1.41K","-0.30%"
"03/13/1992","90.800","91.000","91.120","90.550","1.24K","-0.08%"
"03/12/1992","90.870","90.420","91.250","90.590","1.20K","0.52%"
"03/11/1992","90.400","90.920","91.280","90.400","3.98K","-0.47%"
"03/10/1992","90.830","90.280","90.990","90.280","1.53K","0.45%"
"03/09/1992","90.420","90.600","90.670","90.300","3.00K","-0.26%"
"03/06/1992","90.660","90.790","91.250","90.120","5.27K","-0.27%"
"03/05/1992","90.910","90.770","91.270","90.730","2.55K","0.15%"
"03/04/1992","90.770","90.250","90.960","90.180","5.46K","0.52%"
"03/03/1992","90.300","89.500","90.450","89.500","0.37K","0.88%"
"03/02/1992","89.510","89.570","89.690","89.000","1.08K","0.21%"
"02/28/1992","89.320","89.200","89.420","88.980","1.64K","0.26%"
"02/27/1992","89.090","89.150","89.700","89.000","1.48K","-0.51%"
"02/26/1992","89.550","90.180","90.550","89.540","1.76K","-0.89%"
"02/25/1992","90.350","89.740","90.380","88.950","5.89K","0.42%"
"02/24/1992","89.970","90.260","90.320","89.650","3.67K","-0.18%"
"02/21/1992","90.130","90.000","90.140","89.600","1.80K","0.47%"
"02/20/1992","89.710","90.170","90.200","89.460","1.63K","0.10%"
"02/19/1992","89.620","89.820","90.000","89.470","2.46K","-0.19%"
"02/18/1992","89.790","89.840","89.980","89.550","1.60K","1.14%"
"02/14/1992","88.780","88.860","89.500","88.320","2.95K","-0.05%"
"02/13/1992","88.820","87.950","89.100","87.950","2.95K","0.67%"
"02/12/1992","88.230","87.860","88.420","87.710","4.46K","0.60%"
"02/11/1992","87.700","87.320","87.750","87.050","3.30K","1.00%"
"02/10/1992","86.830","86.280","86.900","86.220","2.66K","1.09%"
"02/07/1992","85.890","86.860","86.940","85.830","4.01K","-1.01%"
"02/06/1992","86.770","86.650","87.000","86.500","2.34K","-0.21%"
"02/05/1992","86.950","87.030","87.450","86.840","3.60K","-0.53%"
"02/04/1992","87.410","87.680","87.750","87.200","5.52K","-0.57%"
"02/03/1992","87.910","87.940","88.120","87.660","1.42K","-0.57%"
"01/31/1992","88.410","88.330","88.650","87.600","1.84K","-0.01%"
"01/30/1992","88.420","87.920","89.000","87.550","4.66K","0.58%"
"01/29/1992","87.910","87.300","88.150","87.050","5.98K","-0.15%"
"01/28/1992","88.040","88.180","88.190","87.600","1.31K","-0.32%"
"01/27/1992","88.320","88.040","88.600","87.860","3.20K","0.96%"
"01/24/1992","87.480","88.250","88.290","86.450","4.95K","-0.59%"
"01/23/1992","88.000","87.270","88.380","87.070","3.36K","0.82%"
"01/22/1992","87.280","86.900","87.490","86.830","2.59K","0.17%"
"01/21/1992","87.130","87.160","87.470","86.670","1.52K","-0.21%"
"01/20/1992","87.310","87.190","87.650","87.190","2.20K","-0.11%"
"01/17/1992","87.410","89.150","89.660","87.320","2.67K","-1.78%"
"01/16/1992","88.990","88.760","89.300","88.560","5.41K","-0.44%"
"01/15/1992","89.380","89.000","89.730","88.830","8.60K","1.61%"
"01/14/1992","87.960","86.760","88.080","86.550","3.15K","0.80%"
"01/13/1992","87.260","87.030","87.320","86.950","2.57K","-0.30%"
"01/10/1992","87.520","86.320","87.790","86.300","3.81K","1.39%"
"01/09/1992","86.320","84.740","87.250","84.660","3.81K","2.87%"
"01/08/1992","83.910","84.180","84.600","83.870","1.84K","-0.24%"
"01/07/1992","84.110","84.170","84.640","84.100","1.65K","-0.14%"
"01/06/1992","84.230","84.800","84.830","84.180","4.61K","-1.63%"
"01/03/1992","85.630","85.480","85.900","85.320","3.60K","0.79%"
"01/02/1992","84.960","84.470","85.280","84.200","2.78K","0.32%"
"12/31/1991","84.690","84.650","84.870","84.560","0.46K","-0.19%"
"12/30/1991","84.850","84.780","84.980","84.670","0.46K","-0.13%"
"12/27/1991","84.960","84.780","85.050","84.640","0.33K","0.59%"
"12/26/1991","84.460","84.500","84.710","84.460","0.31K","-0.71%"
"12/24/1991","85.060","85.050","85.310","84.950","1.03K","0.44%"
"12/23/1991","84.690","84.950","85.090","84.400","1.03K","-1.17%"
"12/20/1991","85.690","86.570","86.650","85.450","2.39K","-1.07%"
"12/19/1991","86.620","86.830","87.030","86.580","0.83K","0.81%"
"12/18/1991","85.920","85.750","85.950","85.750","","-0.10%"
"12/17/1991","86.010","85.920","86.180","85.720","0.71K","-0.10%"
"12/16/1991","86.100","86.230","86.220","86.080","0.15K","-0.65%"
"12/13/1991","86.660","86.670","86.680","86.240","0.26K","0.12%"
"12/12/1991","86.560","86.120","86.580","86.100","0.66K","0.13%"
"12/11/1991","86.450","86.850","86.900","86.230","0.66K","0.28%"
"12/10/1991","86.210","86.330","86.700","86.090","1.22K","0.06%"
"12/09/1991","86.160","86.180","86.200","85.910","1.27K","0.29%"
"12/06/1991","85.910","86.750","86.750","85.880","1.67K","-0.99%"
"12/05/1991","86.770","87.180","87.500","86.740","4.70K","-0.96%"
"12/04/1991","87.610","87.650","88.140","87.480","1.63K","-0.31%"
"12/03/1991","87.880","87.920","88.130","87.820","1.18K","-0.19%"
"12/02/1991","88.050","87.730","88.060","87.630","2.56K","-0.36%"
"11/29/1991","88.370","88.780","88.800","88.320","0.48K","0.03%"
"11/27/1991","88.340","87.880","88.400","87.880","9.07K","-0.16%"
"11/26/1991","88.480","87.180","88.640","86.540","9.07K","1.75%"
"11/25/1991","86.960","86.630","87.040","86.610","4.29K","0.12%"
"11/22/1991","86.860","87.040","87.170","86.680","1.86K","-0.69%"
"11/21/1991","87.460","87.680","87.680","87.220","4.33K","-0.13%"
"11/20/1991","87.570","87.590","87.810","87.430","0.95K","0.39%"
"11/19/1991","87.230","87.700","87.830","87.050","4.75K","-0.80%"
"11/18/1991","87.930","87.470","87.950","87.330","2.51K","-0.77%"
"11/15/1991","88.610","88.780","89.130","88.580","1.24K","-0.02%"
"11/14/1991","88.630","88.830","88.870","88.550","1.46K","-0.40%"
"11/13/1991","88.990","89.040","89.400","88.780","1.82K","-0.12%"
"11/12/1991","89.100","88.840","89.200","88.750","2.66K","0.03%"
"11/11/1991","89.070","89.460","89.480","89.020","0.58K","-0.30%"
"11/08/1991","89.340","89.520","89.540","89.040","2.73K","0.22%"
"11/07/1991","89.140","88.920","89.280","88.470","3.31K","0.03%"
"11/06/1991","89.110","89.010","89.320","88.650","3.21K","-0.01%"
"11/05/1991","89.120","89.360","89.380","88.850","1.35K","0.28%"
"11/04/1991","88.870","88.990","89.010","88.500","2.28K","-0.41%"
"11/01/1991","89.240","90.320","90.340","89.210","3.96K","-1.41%"
"10/31/1991","90.520","90.690","90.800","90.220","3.18K","-0.02%"
"10/30/1991","90.540","90.870","91.200","90.320","3.45K","-0.69%"
"10/29/1991","91.170","92.210","92.500","90.840","6.81K","-1.61%"
"10/28/1991","92.660","92.240","92.850","92.090","2.02K","0.93%"
"10/25/1991","91.810","91.800","91.940","91.660","0.75K","-0.12%"
"10/24/1991","91.920","91.900","91.980","91.580","2.28K","-0.52%"
"10/23/1991","92.400","92.080","92.410","91.970","2.89K","0.70%"
"10/22/1991","91.760","91.760","91.830","91.510","1.90K","0.23%"
"10/21/1991","91.550","91.170","91.640","91.150","3.41K","0.48%"
"10/18/1991","91.110","91.590","91.620","91.060","3.31K","-0.71%"
"10/17/1991","91.760","91.890","92.150","91.650","2.51K","-0.42%"
"10/16/1991","92.150","91.990","92.150","91.800","3.71K","-0.18%"
"10/15/1991","92.320","92.150","92.550","92.100","3.49K","0.49%"
"10/14/1991","91.870","91.580","91.880","91.520","1.20K","0.48%"
"10/11/1991","91.430","91.670","92.100","91.320","1.75K","-0.33%"
"10/10/1991","91.730","91.250","91.950","91.200","2.03K","0.31%"
"10/09/1991","91.450","92.190","92.290","91.400","3.14K","-0.51%"
"10/08/1991","91.920","91.480","91.970","91.330","3.42K","0.90%"
"10/07/1991","91.100","91.020","91.230","90.970","1.29K","-0.03%"
"10/04/1991","91.130","90.410","91.450","90.250","4.37K","0.72%"
"10/03/1991","90.480","90.430","90.730","90.380","1.09K","-0.40%"
"10/02/1991","90.840","90.540","90.980","90.500","1.15K","-0.13%"
"10/01/1991","90.960","90.940","91.100","90.800","1.14K","0.26%"
"09/30/1991","90.720","90.720","90.860","90.600","1.48K","-0.44%"
"09/27/1991","91.120","91.790","91.910","91.000","3.00K","-0.77%"
"09/26/1991","91.830","91.540","91.980","91.270","3.41K","0.26%"
"09/25/1991","91.590","91.490","91.750","91.410","3.86K","-0.12%"
"09/24/1991","91.700","91.240","91.800","90.750","2.44K","0.64%"
"09/23/1991","91.120","91.220","91.350","90.980","2.10K","-0.75%"
"09/20/1991","91.810","92.330","92.430","91.680","1.84K","-0.24%"
"09/19/1991","92.030","91.940","92.190","91.750","1.62K","1.21%"
"09/18/1991","90.930","90.880","91.220","90.730","","0.81%"
"09/17/1991","90.200","90.150","90.400","89.980","0.29K","-0.15%"
"09/16/1991","90.340","90.850","90.850","90.200","0.68K","-0.51%"
"09/13/1991","90.800","91.080","91.600","90.550","1.62K","0.20%"
"09/12/1991","90.620","91.040","91.150","90.450","0.62K","-0.70%"
"09/11/1991","91.260","91.370","92.260","91.250","1.72K","-0.03%"
"09/10/1991","91.290","91.260","91.480","91.060","2.64K","0.11%"
"09/09/1991","91.190","91.720","91.800","91.060","1.22K","-1.03%"
"09/06/1991","92.140","93.090","93.400","92.130","3.07K","-1.06%"
"09/05/1991","93.130","93.160","93.300","93.110","0.64K","0.04%"
"09/04/1991","93.090","93.160","93.270","92.930","2.25K","-0.08%"
"09/03/1991","93.160","93.360","93.500","93.060","1.13K","-0.52%"
"08/30/1991","93.650","93.520","94.010","93.230","1.17K","0.00%"
"08/29/1991","93.650","93.270","93.790","92.940","1.72K","0.25%"
"08/28/1991","93.420","94.150","94.170","93.210","1.66K","-0.50%"
"08/27/1991","93.890","93.940","93.980","93.730","0.46K","0.03%"
"08/26/1991","93.860","94.070","94.130","93.750","0.70K","-0.02%"
"08/23/1991","93.880","93.330","94.200","93.200","1.41K","0.72%"
"08/22/1991","93.210","93.700","93.730","92.850","4.27K","-0.33%"
"08/21/1991","93.520","94.860","94.970","93.330","5.71K","-2.65%"
"08/20/1991","96.070","96.070","96.580","95.720","3.26K","-0.92%"
"08/19/1991","96.960","96.850","97.000","96.390","3.88K","2.22%"
"08/16/1991","94.850","94.290","94.880","93.950","4.00K","0.66%"
"08/15/1991","94.230","93.510","94.390","92.950","2.51K","0.58%"
"08/14/1991","93.690","93.750","93.900","93.480","1.12K","0.28%"
"08/13/1991","93.430","93.160","93.500","93.160","1.30K","0.34%"
"08/12/1991","93.110","93.260","93.620","92.980","4.12K","-0.26%"
"08/09/1991","93.350","92.870","93.450","92.500","2.74K","0.61%"
"08/08/1991","92.780","92.730","93.200","92.670","3.57K","0.28%"
"08/07/1991","92.520","92.760","93.020","92.400","1.26K","0.12%"
"08/06/1991","92.410","92.590","92.900","92.330","2.42K","-0.44%"
"08/05/1991","92.820","93.700","93.750","92.750","2.39K","-1.18%"
"08/02/1991","93.930","94.940","94.980","93.470","2.32K","-0.70%"
"08/01/1991","94.590","94.180","94.800","94.150","1.49K","0.55%"
"07/31/1991","94.070","94.230","94.380","93.880","1.54K","-0.52%"
"07/30/1991","94.560","94.200","94.560","93.950","1.52K","0.27%"
"07/29/1991","94.310","94.300","94.640","94.200","1.41K","0.21%"
"07/26/1991","94.110","94.290","94.300","93.630","4.35K","-0.88%"
"07/25/1991","94.950","94.240","95.150","94.090","2.43K","1.12%"
"07/24/1991","93.900","93.590","93.960","93.530","2.01K","-0.69%"
"07/23/1991","94.550","95.000","95.000","94.420","1.40K","-0.25%"
"07/22/1991","94.790","94.550","94.950","94.390","2.68K","0.74%"
"07/19/1991","94.090","94.580","94.750","94.080","2.32K","-1.34%"
"07/18/1991","95.370","95.090","95.520","94.770","4.44K","-0.64%"
"07/17/1991","95.980","96.240","96.260","95.690","1.69K","-0.32%"
"07/16/1991","96.290","95.940","96.380","95.920","1.10K","0.58%"
"07/15/1991","95.730","96.200","96.200","95.690","1.55K","-0.06%"
"07/12/1991","95.790","97.300","97.360","95.680","6.76K","-2.25%"
"07/11/1991","97.990","97.010","98.050","97.000","4.13K","0.91%"
"07/10/1991","97.110","97.480","97.500","96.910","3.07K","-0.20%"
"07/09/1991","97.300","97.100","97.350","97.030","1.93K","0.53%"
"07/08/1991","96.790","97.030","97.170","96.700","3.29K","-0.82%"
"07/05/1991","97.590","97.980","98.130","97.470","1.97K","-0.34%"
"07/03/1991","97.920","97.980","98.030","97.400","2.17K","-0.20%"
"07/02/1991","98.120","97.770","98.230","97.600","2.80K","0.44%"
"07/01/1991","97.690","96.970","97.800","96.760","6.45K","0.72%"
"06/28/1991","96.990","97.110","97.400","96.740","2.56K","0.57%"
"06/27/1991","96.440","96.740","96.790","96.140","1.88K","0.21%"
"06/26/1991","96.240","96.480","96.520","95.950","1.56K","-0.24%"
"06/25/1991","96.470","96.540","96.900","96.350","1.82K","0.53%"
"06/24/1991","95.960","96.700","96.700","95.860","4.01K","-0.87%"
"06/21/1991","96.800","96.660","96.990","96.600","1.97K","0.43%"
"06/20/1991","96.390","96.540","96.700","96.100","1.73K","0.54%"
"06/19/1991","95.870","96.460","96.480","95.750","","-0.85%"
"06/18/1991","96.690","96.620","96.700","96.380","0.48K","0.83%"
"06/17/1991","95.890","96.020","96.150","95.850","0.28K","0.07%"
"06/14/1991","95.820","96.080","96.090","95.350","1.04K","0.10%"
"06/13/1991","95.720","96.200","96.420","95.520","1.09K","0.13%"
"06/12/1991","95.600","95.250","95.830","95.160","0.88K","0.65%"
"06/11/1991","94.980","94.800","95.070","94.600","0.96K","0.38%"
"06/10/1991","94.620","94.790","94.900","94.560","1.13K","-0.11%"
"06/07/1991","94.720","94.140","94.870","94.100","2.54K","0.85%"
"06/06/1991","93.920","93.700","94.030","93.600","2.46K","0.27%"
"06/05/1991","93.670","93.740","94.050","93.450","1.13K","0.24%"
"06/04/1991","93.450","93.720","93.840","93.150","5.04K","-0.20%"
"06/03/1991","93.640","93.970","94.030","93.420","2.51K","0.28%"
"05/31/1991","93.380","92.670","93.460","92.590","5.93K","0.97%"
"05/30/1991","92.480","92.120","92.580","91.870","1.97K","0.33%"
"05/29/1991","92.180","91.430","92.450","91.220","2.61K","0.83%"
"05/28/1991","91.420","92.160","92.170","91.260","2.66K","-0.61%"
"05/24/1991","91.980","91.990","92.240","91.950","1.01K","-0.23%"
"05/23/1991","92.190","92.890","92.990","92.030","2.07K","-0.34%"
"05/22/1991","92.500","92.340","92.740","92.220","1.69K","0.39%"
"05/21/1991","92.140","92.280","92.540","91.980","3.70K","-0.98%"
"05/20/1991","93.050","93.350","93.580","92.730","2.08K","-0.21%"
"05/17/1991","93.250","91.940","93.500","91.570","5.55K","1.91%"
"05/16/1991","91.500","91.360","91.720","91.180","1.80K","0.42%"
"05/15/1991","91.120","91.660","91.680","91.020","3.19K","-0.60%"
"05/14/1991","91.670","92.520","92.830","91.400","5.15K","-0.76%"
"05/13/1991","92.370","92.900","92.960","92.070","1.99K","-0.53%"
"05/10/1991","92.860","93.280","93.420","92.660","2.20K","-0.24%"
"05/09/1991","93.080","93.510","93.870","92.900","2.99K","-0.10%"
"05/08/1991","93.170","93.170","93.280","92.920","1.32K","0.58%"
"05/07/1991","92.630","92.970","93.280","92.530","3.38K","-0.69%"
"05/06/1991","93.270","93.710","93.960","92.970","3.05K","-0.85%"
"05/03/1991","94.070","92.460","94.200","92.350","3.80K","1.35%"
"05/02/1991","92.820","93.060","93.250","92.650","2.60K","0.38%"
"05/01/1991","92.470","91.740","92.770","91.550","5.70K","0.37%"
"04/30/1991","92.130","93.210","93.400","92.030","6.72K","-1.92%"
"04/29/1991","93.930","94.860","95.190","93.550","5.46K","-0.13%"
"04/26/1991","94.050","94.060","94.350","93.830","1.74K","0.12%"
"04/25/1991","93.940","94.330","94.550","93.750","2.90K","-0.01%"
"04/24/1991","93.950","93.360","94.400","93.350","6.45K","0.45%"
"04/23/1991","93.530","94.270","94.340","93.450","6.15K","-1.14%"
"04/22/1991","94.610","94.480","94.920","94.100","4.04K","1.13%"
"04/19/1991","93.550","92.920","93.600","92.480","3.92K","1.50%"
"04/18/1991","92.170","91.350","92.340","90.850","4.84K","1.91%"
"04/17/1991","90.440","90.400","90.790","90.280","1.73K","0.20%"
"04/16/1991","90.260","90.150","90.680","90.040","7.71K","0.02%"
"04/15/1991","90.240","90.720","90.730","90.120","2.61K","-1.18%"
"04/12/1991","91.320","90.660","91.570","90.380","2.45K","0.63%"
"04/11/1991","90.750","90.750","91.450","90.350","2.78K","-0.71%"
"04/10/1991","91.400","90.630","91.620","90.500","2.38K","1.12%"
"04/09/1991","90.390","91.080","91.250","90.370","6.73K","-1.55%"
"04/08/1991","91.810","91.530","91.820","91.420","1.90K","0.47%"
"04/05/1991","91.380","90.750","91.470","90.070","6.15K","0.75%"
"04/04/1991","90.700","91.350","91.400","90.290","3.08K","-0.61%"
"04/03/1991","91.260","91.190","91.390","90.720","1.62K","0.38%"
"04/02/1991","90.910","92.170","92.360","90.840","5.41K","-0.72%"
"04/01/1991","91.570","92.190","92.400","91.550","2.32K","-1.53%"
"03/28/1991","92.990","93.340","93.500","92.710","2.02K","-0.13%"
"03/27/1991","93.110","92.910","93.250","92.600","2.26K","1.07%"
"03/26/1991","92.120","92.250","92.570","91.750","3.27K","-0.05%"
"03/25/1991","92.170","91.440","92.260","91.170","3.23K","2.13%"
"03/22/1991","90.250","90.310","90.610","90.000","1.95K","0.60%"
"03/21/1991","89.710","89.810","90.250","89.600","3.18K","-0.32%"
"03/20/1991","90.000","90.320","90.320","89.900","","0.69%"
"03/19/1991","89.380","89.000","90.550","89.000","0.10K","0.56%"
"03/18/1991","88.880","88.300","89.200","88.220","0.07K","1.07%"
"03/15/1991","87.940","86.950","88.000","86.950","0.24K","1.48%"
"03/14/1991","86.660","86.390","86.930","86.370","0.23K","0.42%"
"03/13/1991","86.300","86.620","86.830","86.300","0.17K","-0.23%"
"03/12/1991","86.500","86.220","86.640","86.200","0.81K","-0.61%"
"03/11/1991","87.030","86.580","87.260","86.500","3.41K","0.71%"
"03/08/1991","86.420","85.850","86.450","85.500","1.49K","1.21%"
"03/07/1991","85.390","85.250","85.580","85.150","0.87K","0.35%"
"03/06/1991","85.090","85.370","85.800","85.010","4.10K","-0.28%"
"03/05/1991","85.330","84.530","85.340","84.350","3.34K","0.61%"
"03/04/1991","84.810","85.070","85.160","84.770","2.73K","-0.24%"
"03/01/1991","85.010","84.960","85.080","84.580","2.83K","0.78%"
"02/28/1991","84.350","84.010","84.530","83.910","2.56K","0.26%"
"02/27/1991","84.130","84.170","84.320","83.820","1.03K","-0.05%"
"02/26/1991","84.170","84.330","84.530","84.010","3.79K","-0.05%"
"02/25/1991","84.210","83.830","84.350","83.830","1.71K","0.83%"
"02/22/1991","83.520","82.770","83.600","82.690","2.67K","1.03%"
"02/21/1991","82.670","82.740","82.970","82.480","0.98K","-0.39%"
"02/20/1991","82.990","82.860","83.220","82.750","1.13K","0.01%"
"02/19/1991","82.980","82.810","83.090","82.560","1.48K","0.85%"
"02/15/1991","82.280","82.110","82.550","81.940","2.46K","0.67%"
"02/14/1991","81.730","81.670","81.940","81.470","3.79K","0.04%"
"02/13/1991","81.700","81.250","81.750","81.100","1.47K","0.80%"
"02/12/1991","81.050","81.160","81.260","80.970","0.89K","0.33%"
"02/11/1991","80.780","81.140","81.160","80.600","0.96K","-0.59%"
"02/08/1991","81.260","81.340","81.470","81.170","0.51K","0.05%"
"02/07/1991","81.220","81.140","81.290","80.790","1.66K","0.47%"
"02/06/1991","80.840","81.250","81.430","80.800","1.88K","-0.65%"
"02/05/1991","81.370","81.370","81.840","81.360","1.07K","-0.53%"
"02/04/1991","81.800","81.590","82.230","81.550","1.34K","-0.30%"
"02/01/1991","82.050","82.610","82.630","81.800","3.26K","-0.32%"
"01/31/1991","82.310","82.690","82.920","82.300","3.05K","-0.80%"
"01/30/1991","82.970","83.140","83.470","82.840","1.79K","-0.36%"
"01/29/1991","83.270","82.650","83.300","82.560","4.83K","0.40%"
"01/28/1991","82.940","82.960","83.110","82.870","0.52K","-0.40%"
"01/25/1991","83.270","82.790","83.370","82.770","2.99K","0.37%"
"01/24/1991","82.960","82.760","83.080","82.600","2.73K","0.21%"
"01/23/1991","82.790","83.490","83.500","82.720","2.11K","-0.79%"
"01/22/1991","83.450","82.910","83.480","82.850","3.19K","0.65%"
"01/21/1991","82.910","83.560","83.560","82.900","1.74K","-0.48%"
"01/18/1991","83.310","84.320","84.350","83.250","3.96K","-0.68%"
"01/17/1991","83.880","84.530","84.880","83.850","6.51K","-2.21%"
"01/16/1991","85.780","85.710","86.000","85.560","1.54K","0.28%"
"01/15/1991","85.540","85.520","85.780","85.470","1.42K","-0.19%"
"01/14/1991","85.700","85.960","86.000","85.310","4.44K","0.79%"
"01/11/1991","85.030","85.270","85.440","84.950","1.22K","-0.07%"
"01/10/1991","85.090","85.110","85.370","85.040","1.10K","-0.62%"
"01/09/1991","85.620","84.780","86.000","84.330","3.65K","-0.20%"
"01/08/1991","85.790","85.490","85.810","85.210","2.45K","0.30%"
"01/07/1991","85.530","85.690","85.710","85.270","2.02K","1.59%"
"01/04/1991","84.190","83.450","84.230","83.250","1.55K","0.77%"
"01/03/1991","83.550","83.650","83.710","83.440","1.29K","-0.01%"
"01/02/1991","83.560","83.790","83.910","83.400","2.35K","-0.39%"
"12/31/1990","83.890","84.130","84.240","83.850","1.03K","-0.17%"
"12/28/1990","84.030","84.550","84.750","83.900","2.46K","-1.67%"
"12/27/1990","85.460","85.740","85.750","85.430","0.94K","-0.47%"
"12/26/1990","85.860","85.670","85.940","85.430","1.18K","0.34%"
"12/21/1990","85.570","85.030","85.850","84.930","2.06K","0.93%"
"12/20/1990","84.780","84.030","84.800","83.850","3.07K","1.63%"
"12/19/1990","83.420","83.400","83.580","83.380","2.86K","0.87%"
"12/18/1990","82.700","82.810","82.810","82.570","0.28K","-0.12%"
"12/17/1990","82.800","82.800","82.930","82.730","0.22K","0.06%"
"12/14/1990","82.750","82.610","82.890","82.540","0.49K","0.50%"
"12/13/1990","82.340","82.140","82.430","82.090","0.46K","0.19%"
"12/12/1990","82.180","82.170","82.400","82.080","0.31K","-0.39%"
"12/11/1990","82.500","82.180","82.530","81.960","0.53K","0.44%"
"12/10/1990","82.140","81.900","82.240","81.780","0.73K","0.20%"
"12/07/1990","81.980","82.580","82.580","81.960","1.55K","-1.07%"
"12/06/1990","82.870","82.930","83.000","82.520","1.75K","-0.55%"
"12/05/1990","83.330","83.130","83.630","83.120","1.14K","-0.19%"
"12/04/1990","83.490","83.530","83.620","83.170","0.95K","-0.62%"
"12/03/1990","84.010","83.690","84.060","83.560","1.83K","1.16%"
"11/30/1990","83.050","83.340","83.580","82.850","1.82K","-0.52%"
"11/29/1990","83.480","82.360","83.650","82.300","3.14K","1.40%"
"11/28/1990","82.330","81.880","82.340","81.810","1.05K","0.62%"
