gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
3236.2822,4.1645927,4.739787,5.0032706,110.32987,2025-05-30
3310.9573,3.280438,5.006113,4.8347683,109.864395,2025-05-31
3194.013,3.7686152,5.2168126,5.060205,110.07791,2025-06-01
3214.2888,3.3949394,4.796752,5.5971556,110.15495,2025-06-02
3150.608,4.0037236,3.572776,2.780671,109.06465,2025-06-03
3200.201,4.046921,3.694993,5.301994,111.187546,2025-06-04
3216.5398,4.785077,4.5189743,4.8496227,110.62952,2025-06-05
3241.41,3.0127,4.78383,5.1339383,109.666504,2025-06-06
3333.2476,4.2137246,4.4862347,5.0113864,110.23893,2025-06-07
3377.7595,2.7207887,4.2342997,4.4980693,109.20338,2025-06-08
3300.8625,3.5800428,4.2889686,4.893359,109.9681,2025-06-09
3374.0864,2.5066934,4.787844,4.0791326,109.251816,2025-06-10
3432.4465,3.3614502,4.6836705,3.8782573,109.56057,2025-06-11
3285.0437,4.11407,3.9569485,3.364028,109.40106,2025-06-12
3312.9377,3.2643046,4.2641907,4.1303387,109.57948,2025-06-13
3297.6355,3.7019546,5.0736213,3.7413046,110.30906,2025-06-14
3297.1287,4.057519,4.1686225,4.192584,4.5455527,2025-06-15
