gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
3362.7263,3.9482725,4.2297654,4.0776124,4.5123167,2025-06-10
3364.2322,3.941749,4.230946,4.0901556,4.522557,2025-06-11
3363.3416,3.9371514,4.2319508,4.071181,4.504442,2025-06-12
3364.109,3.9407206,4.2354817,4.083777,4.514245,2025-06-13
3299.4238,3.9648614,4.205758,4.014709,4.4242687,2025-06-14
3295.1104,3.9779232,4.227402,4.066397,4.4759817,2025-06-15
3316.8474,3.9362538,4.2262697,3.9985948,4.422577,2025-06-16
3289.486,3.9135718,4.232916,3.9870849,4.420277,2025-06-17
3312.1023,3.8482733,4.225717,3.9761055,4.414372,2025-06-18
3313.0862,3.8454585,4.2277336,3.97603,4.4158845,2025-06-19
3370.7737,3.867707,4.2264767,4.013776,4.4593663,2025-06-20
3384.074,3.9005098,4.2347536,4.0282936,4.4607363,2025-06-21
3393.8992,3.9074075,4.242609,3.9360993,4.3673487,2025-06-22
3350.8008,3.8463757,4.231214,3.988823,4.3940964,2025-06-23
3350.768,3.847888,4.2322764,3.9901104,4.395283,2025-06-24
3350.8445,3.8465044,4.2315674,3.9899895,4.3945675,2025-06-25
3350.801,3.8466756,4.231508,3.989876,4.3944707,2025-06-26
