gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
3221.4558,3.9386892,4.2767363,4.080761,4.45452,2025-06-02
3181.8162,3.9826646,4.231786,4.0713553,4.4539375,2025-06-03
3181.3948,3.9746935,4.231996,4.047779,4.4343004,2025-06-04
3182.302,3.9771335,4.2370887,4.0644393,4.4414763,2025-06-05
3228.671,3.977223,4.2289157,4.070272,4.4740906,2025-06-06
3279.9268,3.963049,4.2412467,4.0594735,4.476491,2025-06-07
3308.3833,3.9794204,4.234845,4.1651883,4.598483,2025-06-08
3291.5242,3.9739692,4.2197347,4.1052327,4.5512905,2025-06-09
3362.7283,3.942161,4.230977,4.0795517,4.5086966,2025-06-10
3363.0935,3.9392424,4.2349377,4.0827637,4.5096145,2025-06-11
3363.666,3.934957,4.228383,4.0701885,4.4998546,2025-06-12
3362.968,3.9434261,4.2375026,4.0882864,4.509579,2025-06-13
3298.5857,3.9711063,4.198947,4.0191216,4.4300284,2025-06-14
3293.3613,3.9800572,4.2231283,4.066194,4.476873,2025-06-15
3316.2283,3.9331963,4.22998,4.0007553,4.423856,2025-06-16
3288.3308,3.907563,4.2287936,3.9777966,4.4151278,2025-06-17
3312.4805,3.8440897,4.231287,3.9784667,4.414307,2025-06-18
