gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
3332.509,3.8230495,4.2221146,3.9929588,110.81496,2025-05-29
3219.6296,3.9307356,4.2829227,4.089305,110.14586,2025-05-30
3243.16,3.9825597,4.296315,4.11852,109.96741,2025-05-31
3181.6833,3.9808939,4.281663,4.1259537,109.68806,2025-06-01
3222.163,3.9380279,4.281543,4.070537,110.24879,2025-06-02
3182.946,3.9677534,4.243834,4.0660105,110.323135,2025-06-03
3182.3242,3.9713328,4.2503695,4.0416117,110.31074,2025-06-04
3181.976,3.9839566,4.2377844,4.0555987,110.322266,2025-06-05
3229.4043,3.9551625,4.229764,4.0637355,110.12625,2025-06-06
3281.7708,3.9617116,4.2421975,4.078504,110.22084,2025-06-07
3307.7249,3.9874263,4.2297926,4.1578856,109.502815,2025-06-08
3291.3372,3.985259,4.2310843,4.1169486,109.83202,2025-06-09
3361.8901,3.9433274,4.2192225,4.0783844,110.083725,2025-06-10
3363.0095,3.9474318,4.230636,4.0892506,110.08954,2025-06-11
3364.167,3.9383903,4.2284765,4.075503,110.0762,2025-06-12
3363.163,3.9436417,4.2353463,4.075426,110.07823,2025-06-13
3363.3696,3.9793901,4.212218,4.0260134,110.31236,2025-06-14
