"Date","Price","Open","High","Low","Change %"
"07/26/2019","3.602","3.585","3.602","3.585","0.45%"
"07/25/2019","3.586","3.632","3.632","3.586","-1.27%"
"07/24/2019","3.632","3.605","3.632","3.605","0.75%"
"07/23/2019","3.605","3.601","3.605","3.601","0.08%"
"07/22/2019","3.602","3.581","3.602","3.581","0.59%"
"07/19/2019","3.581","3.666","3.666","3.581","-2.37%"
"07/18/2019","3.668","3.670","3.670","3.668","-0.08%"
"07/17/2019","3.671","3.694","3.694","3.671","-0.62%"
"07/16/2019","3.694","3.699","3.699","3.694","-0.16%"
"07/15/2019","3.700","3.734","3.734","3.700","-0.94%"
"07/12/2019","3.735","3.755","3.755","3.735","-0.56%"
"07/11/2019","3.756","3.774","3.774","3.756","-0.50%"
"07/10/2019","3.775","3.816","3.816","3.775","-1.07%"
"07/09/2019","3.816","3.816","3.816","3.816","0.03%"
"07/08/2019","3.815","3.815","3.815","3.815","0.00%"
"07/05/2019","3.815","3.828","3.828","3.815","-0.37%"
"07/04/2019","3.829","3.847","3.847","3.829","-0.49%"
"07/03/2019","3.848","3.880","3.880","3.848","-0.82%"
"07/02/2019","3.880","3.908","3.908","3.880","-0.72%"
"07/01/2019","3.908","3.899","3.908","3.899","0.23%"
"06/28/2019","3.899","3.894","3.899","3.894","0.10%"
"06/27/2019","3.895","3.907","3.907","3.895","-0.31%"
"06/26/2019","3.907","3.912","3.912","3.907","-0.13%"
"06/25/2019","3.912","3.896","3.912","3.896","0.38%"
"06/24/2019","3.897","3.907","3.907","3.897","-0.26%"
"06/21/2019","3.907","3.885","3.907","3.885","0.54%"
"06/20/2019","3.886","3.884","3.886","3.884","0.05%"
"06/19/2019","3.884","3.880","3.884","3.880","0.13%"
"06/18/2019","3.879","3.879","3.879","3.879","-0.03%"
"06/17/2019","3.880","3.864","3.880","3.864","0.39%"
"06/14/2019","3.865","3.875","3.875","3.865","-0.26%"
"06/13/2019","3.875","3.864","3.875","3.864","0.28%"
"06/12/2019","3.864","3.861","3.864","3.861","0.08%"
"06/11/2019","3.861","3.833","3.861","3.833","0.70%"
"06/10/2019","3.834","3.821","3.834","3.821","0.34%"
"06/07/2019","3.821","3.836","3.836","3.821","-0.39%"
"06/06/2019","3.836","3.836","3.836","3.836","0.00%"
"06/05/2019","3.836","3.843","3.843","3.836","-0.18%"
"06/04/2019","3.843","3.841","3.843","3.841","0.03%"
"06/03/2019","3.842","3.840","3.842","3.840","0.05%"
"05/31/2019","3.840","3.848","3.848","3.840","-0.23%"
"05/30/2019","3.849","3.844","3.849","3.844","0.10%"
"05/29/2019","3.845","3.852","3.852","3.845","-0.21%"
"05/28/2019","3.853","3.863","3.863","3.853","-0.28%"
"05/27/2019","3.864","3.855","3.864","3.855","0.23%"
"05/24/2019","3.855","3.836","3.855","3.836","0.44%"
"05/23/2019","3.838","3.866","3.866","3.838","-0.72%"
"05/22/2019","3.866","3.900","3.900","3.866","-0.90%"
"05/21/2019","3.901","3.899","3.901","3.899","0.05%"
"05/20/2019","3.899","3.895","3.899","3.895","0.08%"
"05/17/2019","3.896","3.899","3.899","3.896","-0.10%"
"05/16/2019","3.900","3.918","3.918","3.900","-0.48%"
"05/15/2019","3.919","3.951","3.951","3.919","-0.81%"
"05/14/2019","3.951","3.947","3.951","3.947","0.10%"
"05/13/2019","3.947","3.972","3.972","3.947","-0.65%"
"05/10/2019","3.973","3.991","3.991","3.973","-0.50%"
"05/09/2019","3.993","3.981","3.993","3.981","0.30%"
"05/08/2019","3.981","3.991","3.991","3.981","-0.25%"
"05/07/2019","3.991","4.015","4.015","3.991","-0.60%"
"05/06/2019","4.015","3.947","4.015","3.947","1.72%"
"05/03/2019","3.947","3.947","3.947","3.947","-0.03%"
"05/02/2019","3.948","3.941","3.948","3.941","0.15%"
"05/01/2019","3.942","3.942","3.942","3.942","0.00%"
"04/30/2019","3.942","3.942","3.942","3.942","0.00%"
"04/29/2019","3.942","3.942","3.942","3.942","0.00%"
"04/26/2019","3.942","3.947","3.947","3.942","-0.20%"
"04/25/2019","3.950","3.933","3.950","3.933","0.41%"
"04/24/2019","3.934","3.911","3.934","3.911","0.56%"
"04/23/2019","3.912","3.880","3.912","3.880","0.80%"
"04/22/2019","3.881","3.892","3.892","3.881","-0.31%"
"04/19/2019","3.893","3.927","3.927","3.893","-0.89%"
"04/18/2019","3.928","4.005","4.005","3.928","-1.97%"
"04/17/2019","4.007","4.007","4.007","4.007","0.00%"
"04/16/2019","4.007","4.004","4.007","4.004","0.07%"
"04/15/2019","4.004","4.004","4.004","4.004","-0.02%"
"04/12/2019","4.005","4.005","4.005","4.005","-0.02%"
"04/11/2019","4.006","4.051","4.051","4.006","-1.14%"
"04/10/2019","4.052","4.039","4.052","4.039","0.30%"
"04/09/2019","4.040","3.950","4.040","3.950","2.25%"
"04/08/2019","3.951","3.925","3.951","3.925","0.66%"
"04/05/2019","3.925","3.934","3.934","3.925","-0.25%"
"04/04/2019","3.935","3.963","3.963","3.935","-0.73%"
"04/03/2019","3.964","3.952","3.964","3.952","0.28%"
"04/02/2019","3.953","3.931","3.953","3.931","0.53%"
"04/01/2019","3.932","3.914","3.932","3.914","0.43%"
"03/29/2019","3.915","3.939","3.939","3.915","-0.63%"
"03/28/2019","3.940","3.972","3.972","3.940","-0.81%"
"03/27/2019","3.972","4.021","4.021","3.972","-1.22%"
"03/26/2019","4.021","3.960","4.021","3.960","1.54%"
"03/25/2019","3.960","3.907","3.960","3.907","1.33%"
"03/22/2019","3.908","3.903","3.908","3.903","0.08%"
"03/21/2019","3.905","3.920","3.920","3.905","-0.38%"
"03/20/2019","3.920","3.836","3.920","3.836","2.19%"
"03/19/2019","3.836","3.864","3.864","3.836","-0.72%"
"03/18/2019","3.864","3.831","3.864","3.831","0.84%"
"03/15/2019","3.832","3.848","3.848","3.832","-0.44%"
"03/14/2019","3.849","3.798","3.849","3.798","1.32%"
"03/13/2019","3.799","3.809","3.809","3.799","-0.26%"
"03/12/2019","3.809","3.829","3.829","3.809","-0.55%"
"03/11/2019","3.830","3.850","3.850","3.830","-0.55%"
"03/08/2019","3.851","3.831","3.851","3.831","0.50%"
"03/07/2019","3.832","3.820","3.832","3.820","0.31%"
"03/06/2019","3.820","3.804","3.820","3.804","0.39%"
"03/05/2019","3.805","3.832","3.832","3.805","-0.70%"
"03/04/2019","3.832","3.814","3.832","3.814","0.45%"
"03/01/2019","3.815","3.819","3.819","3.815","-0.13%"
"02/28/2019","3.820","3.796","3.820","3.796","0.61%"
"02/27/2019","3.797","3.813","3.813","3.797","-0.45%"
"02/26/2019","3.814","3.868","3.868","3.814","-1.42%"
"02/25/2019","3.869","3.838","3.869","3.838","0.81%"
"02/22/2019","3.838","3.849","3.849","3.838","-0.31%"
"02/21/2019","3.850","3.739","3.850","3.739","2.97%"
"02/20/2019","3.739","3.749","3.749","3.739","-0.27%"
"02/19/2019","3.749","3.716","3.749","3.716","0.86%"
"02/18/2019","3.717","3.677","3.717","3.677","1.06%"
"02/15/2019","3.678","3.652","3.678","3.652","0.66%"
"02/14/2019","3.654","3.728","3.728","3.654","-2.01%"
"02/13/2019","3.729","3.778","3.778","3.729","-1.30%"
"02/12/2019","3.778","3.802","3.802","3.778","-0.66%"
"02/11/2019","3.803","3.849","3.849","3.803","-1.22%"
"02/08/2019","3.850","3.850","3.850","3.850","0.00%"
"02/07/2019","3.850","3.850","3.850","3.850","0.00%"
"02/06/2019","3.850","3.850","3.850","3.850","0.00%"
"02/05/2019","3.850","3.850","3.850","3.850","0.00%"
"02/04/2019","3.850","3.850","3.850","3.850","0.00%"
"02/01/2019","3.850","3.869","3.873","3.840","1.32%"
"01/31/2019","3.800","3.861","3.861","3.800","-1.58%"
"01/30/2019","3.861","3.883","3.883","3.861","-0.57%"
"01/29/2019","3.883","3.891","3.891","3.883","-0.21%"
"01/28/2019","3.891","3.897","3.897","3.891","-0.15%"
"01/25/2019","3.897","3.887","3.897","3.887","0.26%"
"01/24/2019","3.887","3.914","3.914","3.887","-0.69%"
"01/23/2019","3.914","3.934","3.934","3.914","-0.51%"
"01/22/2019","3.934","3.955","3.955","3.934","-0.56%"
"01/21/2019","3.956","3.934","3.956","3.934","0.53%"
"01/18/2019","3.935","3.955","3.955","3.935","-0.53%"
"01/17/2019","3.956","3.941","3.956","3.941","0.38%"
"01/16/2019","3.941","4.046","4.046","3.941","-2.62%"
"01/15/2019","4.047","3.999","4.047","3.999","1.20%"
"01/14/2019","3.999","3.992","3.999","3.992","0.18%"
"01/11/2019","3.992","4.127","4.127","3.992","-3.32%"
"01/10/2019","4.129","4.297","4.297","4.129","-3.91%"
"01/09/2019","4.297","4.410","4.410","4.297","-2.56%"
"01/08/2019","4.410","4.443","4.443","4.410","-0.77%"
"01/07/2019","4.444","4.466","4.466","4.444","-0.49%"
"01/04/2019","4.466","4.530","4.530","4.466","-1.43%"
"01/03/2019","4.531","4.562","4.562","4.531","-0.68%"
"01/02/2019","4.562","4.569","4.569","4.562","1.56%"
"01/01/2019","4.492","4.492","4.492","4.492","0.00%"
"12/31/2018","4.492","4.492","4.492","4.492","0.00%"
"12/28/2018","4.492","4.481","4.492","4.481","0.22%"
"12/27/2018","4.482","4.502","4.502","4.482","-0.44%"
"12/26/2018","4.502","4.499","4.502","4.499","0.07%"
"12/25/2018","4.499","4.394","4.499","4.394","2.39%"
"12/24/2018","4.394","4.370","4.394","4.370","0.55%"
"12/21/2018","4.370","4.489","4.489","4.370","-2.67%"
"12/20/2018","4.490","4.541","4.541","4.490","-1.14%"
"12/19/2018","4.542","4.542","4.542","4.542","0.00%"
"12/18/2018","4.542","4.548","4.548","4.542","-0.15%"
"12/17/2018","4.549","4.544","4.549","4.544","0.11%"
"12/14/2018","4.544","4.537","4.544","4.537","0.13%"
"12/13/2018","4.538","4.548","4.548","4.528","-0.22%"
"12/12/2018","4.548","4.555","4.558","4.548","-0.18%"
"12/11/2018","4.556","4.552","4.556","4.552","0.09%"
"12/10/2018","4.552","4.561","4.561","4.542","-0.20%"
"12/07/2018","4.561","4.557","4.561","4.557","0.07%"
"12/06/2018","4.558","4.574","4.574","4.558","-0.35%"
"12/05/2018","4.574","4.549","4.574","4.549","0.55%"
"12/04/2018","4.549","4.522","4.549","4.522","0.57%"
"12/03/2018","4.523","4.584","4.584","4.523","-1.33%"
"11/30/2018","4.584","4.613","4.613","4.584","-0.65%"
"11/29/2018","4.614","4.651","4.651","4.614","-0.80%"
"11/28/2018","4.651","4.651","4.651","4.641","-0.02%"
"11/27/2018","4.652","4.618","4.652","4.618","0.71%"
"11/26/2018","4.619","4.694","4.694","4.619","-1.60%"
"11/23/2018","4.694","4.713","4.713","4.694","-0.42%"
"11/22/2018","4.714","4.704","4.714","4.704","0.21%"
"11/21/2018","4.704","4.687","4.704","4.687","0.36%"
"11/20/2018","4.687","4.709","4.717","4.687","-0.47%"
"11/19/2018","4.709","4.651","4.709","4.651","1.23%"
"11/16/2018","4.652","4.661","4.661","4.642","-0.21%"
"11/15/2018","4.662","4.694","4.694","4.622","-0.68%"
"11/14/2018","4.694","4.800","4.800","4.608","-2.21%"
"11/13/2018","4.800","4.763","4.800","4.763","0.76%"
"11/12/2018","4.764","4.760","4.764","4.760","0.08%"
"11/09/2018","4.760","4.732","4.760","4.732","0.59%"
"11/08/2018","4.732","4.732","4.732","4.732","0.34%"
"11/07/2018","4.716","4.683","4.716","4.683","0.70%"
"11/06/2018","4.683","4.683","4.683","4.683","0.00%"
"11/05/2018","4.683","4.712","4.712","4.683","-0.62%"
"11/02/2018","4.712","4.738","4.738","4.712","-0.57%"
"11/01/2018","4.739","4.732","4.739","4.732","0.15%"
"10/31/2018","4.732","4.777","4.777","4.732","-0.94%"
"10/30/2018","4.777","4.797","4.797","4.777","-0.44%"
"10/29/2018","4.798","4.719","4.798","4.719","1.67%"
"10/26/2018","4.719","4.705","4.719","4.705","0.28%"
"10/25/2018","4.706","4.636","4.706","4.636","1.51%"
"10/24/2018","4.636","4.552","4.636","4.552","1.82%"
"10/23/2018","4.553","4.513","4.553","4.513","0.89%"
"10/22/2018","4.513","4.507","4.523","4.507","0.11%"
"10/19/2018","4.508","4.515","4.515","4.508","-0.18%"
"10/18/2018","4.516","4.522","4.522","4.516","-0.18%"
"10/17/2018","4.524","4.524","4.524","4.524","0.00%"
"10/16/2018","4.524","4.502","4.524","4.502","0.49%"
"10/15/2018","4.502","4.519","4.519","4.502","-0.38%"
"10/12/2018","4.519","4.517","4.519","4.517","0.04%"
"10/11/2018","4.517","4.491","4.517","4.491","0.58%"
"10/10/2018","4.491","4.440","4.491","4.440","1.15%"
"10/09/2018","4.440","4.408","4.440","4.408","0.73%"
"10/08/2018","4.408","4.408","4.408","4.408","-0.16%"
"10/05/2018","4.415","4.415","4.415","4.415","0.64%"
"10/04/2018","4.387","4.387","4.387","4.387","-0.25%"
"10/03/2018","4.398","4.398","4.398","4.398","-0.90%"
"10/02/2018","4.438","4.438","4.438","4.438","-0.18%"
"10/01/2018","4.446","4.446","4.446","4.446","-1.31%"
"09/28/2018","4.505","4.505","4.505","4.505","2.85%"
"09/27/2018","4.380","4.380","4.380","4.380","0.44%"
"09/26/2018","4.361","4.361","4.361","4.361","-1.67%"
"09/25/2018","4.435","4.435","4.435","4.435","0.54%"
"09/24/2018","4.411","4.411","4.411","4.411","-0.74%"
"09/21/2018","4.444","4.444","4.444","4.444","-0.22%"
"09/20/2018","4.454","4.454","4.454","4.454","0.79%"
"09/19/2018","4.419","4.419","4.419","4.419","-0.50%"
"09/18/2018","4.441","4.441","4.441","4.441","2.09%"
"09/17/2018","4.350","4.350","4.350","4.350","2.09%"
"09/14/2018","4.261","4.261","4.261","4.261","-5.27%"
"09/13/2018","4.498","4.498","4.498","4.498","-1.51%"
"09/12/2018","4.567","4.567","4.567","4.567","-2.41%"
"09/11/2018","4.680","4.680","4.680","4.680","-2.56%"
"09/10/2018","4.803","4.803","4.803","4.803","-0.68%"
"09/07/2018","4.836","4.836","4.836","4.836","0.46%"
"09/06/2018","4.814","4.814","4.814","4.814","1.09%"
"09/05/2018","4.762","4.762","4.762","4.762","0.06%"
"09/04/2018","4.759","4.759","4.759","4.759","0.06%"
"09/03/2018","4.756","4.756","4.756","4.756","0.00%"
"08/31/2018","4.756","4.756","4.756","4.756","0.11%"
"08/30/2018","4.751","4.751","4.751","4.751","0.06%"
"08/29/2018","4.748","4.748","4.748","4.748","-0.73%"
"08/28/2018","4.783","4.783","4.783","4.783","-0.29%"
"08/27/2018","4.797","4.797","4.797","4.797","0.67%"
"08/24/2018","4.765","4.765","4.765","4.765","1.34%"
"08/23/2018","4.702","4.702","4.702","4.702","0.53%"
"08/22/2018","4.677","4.677","4.677","4.677","1.26%"
"08/21/2018","4.619","4.619","4.619","4.619","-1.68%"
"08/20/2018","4.698","4.698","4.698","4.698","0.73%"
"08/17/2018","4.664","4.664","4.664","4.664","0.17%"
"08/16/2018","4.656","4.656","4.656","4.656","4.32%"
"08/15/2018","4.463","4.463","4.463","4.463","0.20%"
"08/14/2018","4.454","4.454","4.454","4.454","0.34%"
"08/13/2018","4.439","4.439","4.439","4.439","-0.05%"
"08/10/2018","4.441","4.441","4.441","4.441","0.84%"
"08/09/2018","4.404","4.404","4.404","4.404","0.30%"
"08/08/2018","4.391","4.391","4.391","4.391","-1.08%"
"08/07/2018","4.439","4.439","4.439","4.439","0.27%"
"08/06/2018","4.427","4.427","4.427","4.427","-5.04%"
"08/03/2018","4.662","4.662","4.662","4.662","10.58%"
"08/02/2018","4.216","4.216","4.216","4.216","-2.63%"
"08/01/2018","4.330","4.330","4.330","4.330","8.01%"
"07/31/2018","4.009","4.009","4.009","4.009","-2.20%"
"07/30/2018","4.099","4.099","4.099","4.099","7.28%"
"07/27/2018","3.821","3.821","3.821","3.821","1.30%"
"07/26/2018","3.772","3.772","3.772","3.772","-3.73%"
"07/25/2018","3.918","3.918","3.918","3.918","1.63%"
"07/24/2018","3.855","3.855","3.855","3.855","-0.49%"
"07/23/2018","3.874","3.874","3.874","3.874","2.95%"
"07/20/2018","3.763","3.763","3.763","3.763","2.12%"
"07/19/2018","3.685","3.685","3.685","3.685","0.11%"
"07/18/2018","3.681","3.681","3.681","3.681","0.63%"
"07/17/2018","3.658","3.658","3.658","3.658","0.19%"
"07/16/2018","3.651","3.651","3.651","3.651","-0.03%"
"07/13/2018","3.652","3.652","3.652","3.652","0.08%"
"07/12/2018","3.649","3.649","3.649","3.649","-0.11%"
"07/11/2018","3.653","3.653","3.653","3.653","-0.03%"
"07/10/2018","3.654","3.654","3.654","3.654","-0.08%"
"07/09/2018","3.657","3.657","3.657","3.657","-0.27%"
"07/06/2018","3.667","3.667","3.667","3.667","0.11%"
"07/05/2018","3.663","3.663","3.663","3.663","0.85%"
"07/04/2018","3.632","3.632","3.632","3.632","0.06%"
"07/03/2018","3.630","3.630","3.630","3.630","0.58%"
"07/02/2018","3.609","3.609","3.609","3.609","-0.03%"
"06/29/2018","3.610","3.610","3.610","3.610","0.22%"
"06/28/2018","3.602","3.602","3.602","3.602","-0.66%"
"06/27/2018","3.626","3.626","3.626","3.626","0.17%"
"06/26/2018","3.620","3.620","3.620","3.620","0.19%"
"06/25/2018","3.613","3.613","3.613","3.613","0.42%"
"06/22/2018","3.598","3.598","3.598","3.598","-0.42%"
"06/21/2018","3.613","3.613","3.613","3.613","-1.28%"
"06/20/2018","3.660","3.660","3.660","3.660","-0.03%"
"06/19/2018","3.661","3.661","3.661","3.661","-0.27%"
"06/18/2018","3.671","3.671","3.671","3.671","0.00%"
"06/15/2018","3.671","3.671","3.671","3.671","-0.24%"
"06/14/2018","3.680","3.680","3.680","3.680","0.30%"
"06/13/2018","3.669","3.669","3.669","3.669","0.08%"
"06/12/2018","3.666","3.666","3.666","3.666","0.19%"
"06/11/2018","3.659","3.659","3.659","3.659","0.00%"
"06/08/2018","3.659","3.659","3.659","3.659","0.66%"
"06/07/2018","3.635","3.635","3.635","3.635","-0.68%"
"06/06/2018","3.660","3.660","3.660","3.660","-1.00%"
"06/05/2018","3.697","3.697","3.697","3.697","0.08%"
"06/04/2018","3.694","3.694","3.694","3.694","-1.04%"
"06/01/2018","3.733","3.733","3.733","3.733","-0.53%"
"05/31/2018","3.753","3.753","3.753","3.753","2.40%"
"05/30/2018","3.665","3.665","3.665","3.665","0.58%"
"05/29/2018","3.644","3.644","3.644","3.644","0.72%"
"05/28/2018","3.618","3.618","3.618","3.618","0.53%"
"05/25/2018","3.599","3.599","3.599","3.599","0.00%"
"05/24/2018","3.599","3.599","3.599","3.599","0.42%"
"05/23/2018","3.584","3.584","3.584","3.584","0.25%"
"05/22/2018","3.575","3.575","3.575","3.575","-0.72%"
"05/21/2018","3.601","3.601","3.601","3.601","0.22%"
"05/20/2018","3.593","3.593","3.593","3.593","0.00%"
"05/18/2018","3.593","3.593","3.593","3.593","-0.28%"
"05/17/2018","3.603","3.603","3.603","3.603","0.39%"
"05/16/2018","3.589","3.589","3.589","3.589","2.54%"
"05/15/2018","3.500","3.500","3.500","3.500","0.11%"
"05/14/2018","3.496","3.496","3.496","3.496","0.23%"
"05/11/2018","3.488","3.488","3.488","3.488","0.78%"
"05/10/2018","3.461","3.461","3.461","3.461","-1.87%"
"05/09/2018","3.527","3.527","3.527","3.527","-0.95%"
"05/08/2018","3.561","3.561","3.561","3.561","1.45%"
"05/07/2018","3.510","3.510","3.510","3.510","0.26%"
"05/04/2018","3.501","3.501","3.501","3.501","-1.46%"
"05/03/2018","3.553","3.553","3.553","3.553","-3.79%"
"05/02/2018","3.693","3.693","3.693","3.693","-1.05%"
"05/01/2018","3.732","3.732","3.732","3.732","0.00%"
"04/30/2018","3.732","3.732","3.732","3.732","0.00%"
"04/27/2018","3.732","3.732","3.732","3.732","7.95%"
"04/26/2018","3.457","3.457","3.457","3.457","2.25%"
"04/25/2018","3.381","3.381","3.381","3.381","0.00%"
"04/24/2018","3.381","3.381","3.381","3.381","1.90%"
"04/23/2018","3.318","3.318","3.318","3.318","-0.30%"
"04/20/2018","3.328","3.328","3.328","3.328","1.37%"
"04/19/2018","3.283","3.283","3.283","3.283","0.74%"
"04/18/2018","3.259","3.259","3.259","3.259","0.59%"
"04/17/2018","3.240","3.240","3.240","3.240","0.71%"
"04/16/2018","3.217","3.217","3.217","3.217","0.12%"
"04/13/2018","3.213","3.213","3.213","3.213","-0.96%"
"04/12/2018","3.244","3.244","3.244","3.244","-0.15%"
"04/11/2018","3.249","3.249","3.249","3.249","-1.28%"
"04/10/2018","3.291","3.291","3.291","3.291","-0.06%"
"04/09/2018","3.293","3.293","3.293","3.293","0.15%"
"04/06/2018","3.288","3.288","3.288","3.288","0.21%"
"04/05/2018","3.281","3.281","3.281","3.281","2.05%"
"04/04/2018","3.215","3.215","3.215","3.215","0.19%"
"04/03/2018","3.209","3.209","3.209","3.209","0.85%"
"04/02/2018","3.182","3.182","3.182","3.182","-0.41%"
"03/30/2018","3.195","3.195","3.195","3.195","-4.83%"
"03/29/2018","3.357","3.357","3.357","3.357","6.50%"
"03/28/2018","3.152","3.152","3.152","3.152","2.14%"
"03/27/2018","3.086","3.086","3.086","3.086","0.69%"
"03/26/2018","3.065","3.065","3.065","3.065","0.10%"
"03/23/2018","3.062","3.062","3.062","3.062","-0.87%"
"03/22/2018","3.089","3.089","3.089","3.089","-1.15%"
"03/21/2018","3.125","3.125","3.125","3.125","0.00%"
"03/20/2018","3.125","3.125","3.125","3.125","-0.26%"
"03/19/2018","3.133","3.133","3.133","3.133","-0.38%"
"03/16/2018","3.145","3.145","3.145","3.145","-0.13%"
"03/15/2018","3.149","3.149","3.149","3.149","-0.25%"
"03/14/2018","3.157","3.157","3.157","3.157","-0.13%"
"03/13/2018","3.161","3.161","3.161","3.161","0.77%"
"03/12/2018","3.137","3.137","3.137","3.137","0.42%"
"03/09/2018","3.124","3.124","3.124","3.124","0.84%"
"03/08/2018","3.098","3.098","3.098","3.098","0.26%"
"03/07/2018","3.090","3.090","3.090","3.090","-0.16%"
"03/06/2018","3.095","3.095","3.095","3.095","-0.16%"
"03/05/2018","3.100","3.100","3.100","3.100","-1.08%"
"03/02/2018","3.134","3.134","3.134","3.134","-0.76%"
"03/01/2018","3.158","3.158","3.158","3.158","-0.82%"
"02/28/2018","3.184","3.184","3.184","3.184","-0.53%"
"02/27/2018","3.201","3.201","3.201","3.201","-0.40%"
"02/26/2018","3.214","3.214","3.214","3.214","1.42%"
"02/23/2018","3.169","3.169","3.169","3.169","-3.09%"
"02/22/2018","3.270","3.270","3.270","3.270","-1.59%"
"02/21/2018","3.323","3.323","3.323","3.323","-0.54%"
"02/20/2018","3.341","3.341","3.341","3.341","0.00%"
"02/19/2018","3.341","3.341","3.341","3.341","0.00%"
"02/18/2018","3.341","3.341","3.341","3.341","0.00%"
"02/16/2018","3.341","3.341","3.341","3.341","0.00%"
"02/15/2018","3.341","3.341","3.341","3.341","0.00%"
"02/14/2018","3.341","3.341","3.341","3.341","0.00%"
"02/13/2018","3.341","3.341","3.341","3.341","-0.24%"
"02/12/2018","3.349","3.349","3.349","3.349","-1.24%"
"02/09/2018","3.391","3.391","3.391","3.391","-0.53%"
"02/08/2018","3.409","3.409","3.409","3.409","-0.47%"
