gold,russell2000,dow_jones,msci_world,nasdaq100,s_p500,date
3317.9868,2075.7063,42217.86,3861.8904,19178.219,5912.432,2025-06-06
3288.8484,2066.2148,42270.027,3863.5566,19113.338,5911.6626,2025-06-07
3313.1025,2066.2908,42270.082,3863.4966,19113.803,5911.6914,2025-06-08
3313.0999,2066.2864,42270.07,3863.5,19113.764,5911.69,2025-06-09
3370.6,2070.16,42305.477,3881.4,19242.61,5935.94,2025-06-10
3383.5002,2102.98,42519.64,3894.7,19398.96,5970.37,2025-06-11
3394.0,2098.48,42427.74,3901.4102,19460.49,5970.81,2025-06-12
