gold,us_2_year_bond,us_3_month_bond,us_5_year_bond,us_10_year_bond,date
3338.1497,3.8378627,4.210523,3.9996727,110.81878,2025-05-29
3219.4302,3.9499972,4.280274,4.0991797,110.155235,2025-05-30
3240.4077,3.968906,4.284945,4.121416,109.96899,2025-05-31
3181.3762,4.0007977,4.2850122,4.1619077,109.718704,2025-06-01
3220.705,3.9340448,4.257997,4.0730205,110.25001,2025-06-02
3181.999,3.9779897,4.2370005,4.063996,110.32812,2025-06-03
3182.0002,3.978002,4.237,4.064001,110.32812,2025-06-04
3182.0002,3.9779994,4.237,4.0639997,110.32812,2025-06-05
3228.9001,3.978,4.24,4.081,110.140625,2025-06-06
3280.3,3.964,4.248,4.067,110.20312,2025-06-07
3309.3,3.98,4.235,4.157,109.5,2025-06-08
3292.3003,3.98,4.232,4.113,109.828125,2025-06-09
3363.5999,3.9409997,4.23,4.078,110.07812,2025-06-10
3363.5999,3.9409997,4.23,4.078,110.07812,2025-06-11
3363.5999,3.9409997,4.23,4.078,110.07812,2025-06-12
3363.5999,3.9409997,4.23,4.078,110.07812,2025-06-13
3363.5999,3.9749997,4.203,4.023,110.3125,2025-06-14
