russell2000,dow_jones,msci_world,nasdaq100,s_p500,gold
1452.26,26289.98,2219.1,9949.37,994.8,1731.5
1426.53,26119.61,2217.9,9982.48,994.8,1730.3
1427.33,26080.102,2215.6,10012.05,994.8,1725.9999
1418.63,25871.46,2209.0,10008.64,994.8,1747.1001
1418.63,25871.46,2209.0,10008.64,994.8,1747.1001
1418.63,25871.46,2209.0,10008.64,994.8,1747.1001
1433.53,26024.96,2217.8,10130.33,994.8,1758.4
1439.34,26156.1,2236.0,10209.82,994.8,1774.0999
1389.74,25445.94,2180.1,10002.7,994.8,1768.1
1413.31,25745.602,2193.4,10101.83,994.8,1763.1001
1378.78,25015.55,2157.2,9849.36,994.8,1773.3
1378.78,25015.55,2157.2,9849.36,994.8,1773.3
1378.78,25015.55,2157.2,9849.36,994.8,1773.3
1421.21,25595.8,2176.4,9961.16,994.8,1781.2
1441.37,25812.879,2201.8,10156.85,994.8,1800.5001
1427.31,25734.97,2211.3,10279.25,994.8,1779.9
1431.86,25827.36,2227.7,10341.89,994.8,1789.9999
1431.86,25827.36,2227.7,10341.89,994.8,1793.5
1431.86,25827.36,2227.7,10341.89,994.8,1793.5
1431.86,25827.36,2227.7,10341.89,994.8,1793.5
1442.88,26287.031,2264.3,10604.06,994.8,1793.5
1416.0,25890.182,2243.2,10524.01,994.8,1809.8999
1427.4,26067.28,2252.6,10666.7,994.8,1820.6001
1398.92,25706.09,2240.7,10754.59,994.8,1803.8
1422.68,26075.3,2259.6,10836.33,994.8,1801.8999
1422.68,26075.3,2259.6,10836.33,994.8,1801.8999
1422.68,26075.3,2259.6,10836.33,994.8,1801.8999
1403.57,26085.8,2253.8,10602.21,994.8,1814.0999
1428.26,26642.59,2270.7,10689.52,994.8,1813.4
1478.27,26870.1,2298.8,10701.68,994.8,1813.7999
1467.56,26734.71,2288.8,10626.46,994.8,1800.3002
1473.32,26671.95,2293.9,10645.22,994.8,1809.9999
1473.32,26671.95,2293.9,10645.22,994.8,1809.9999
1473.32,26671.95,2293.9,10645.22,994.8,1809.9999
1467.95,26680.87,2313.0,10952.08,994.8,1817.4
1487.51,26840.402,2321.6,10833.07,994.8,1843.9
1490.14,27005.84,2327.8,10870.75,994.8,1865.1
1490.2,26652.33,2308.1,10580.59,994.8,1889.9999
1467.55,26469.89,2291.6,10483.13,994.8,1897.5
1467.55,26469.89,2291.6,10483.13,994.8,1897.5
1467.55,26469.89,2291.6,10483.13,994.8,1897.5
1484.65,26584.768,2311.6,10674.38,994.8,1931.0
1469.76,26379.281,2299.9,10532.5,994.8,1944.6001
1500.63,26539.572,2319.7,10662.98,994.8,1953.4
1495.1,26313.648,2304.0,10715.51,994.8,1949.5
1480.43,26428.32,2305.0,10905.88,994.8,1968.0
1480.43,26428.32,2305.0,10905.88,994.8,1968.0
1480.43,26428.32,2305.0,10905.88,994.8,1968.0
1506.8,26664.4,2324.1,11055.08,994.8,1969.5
1517.2101,26828.47,2336.8,11096.54,994.8,2004.2
1546.2401,27201.52,2355.9,11125.44,994.8,2032.9
1544.62,27386.979,2359.9,11267.08,994.8,2054.6
1569.1802,27433.48,2356.0,11139.39,994.8,2014.3
1569.1802,27433.48,2356.0,11139.39,994.8,2014.3
1569.1802,27433.48,2356.0,11139.39,994.8,2014.3
1584.67,27791.44,2360.9,11085.17,994.8,2027.2999
1575.1,27686.91,2359.5,10876.08,994.8,1935.6998
1583.2499,27976.84,2391.8,11157.72,994.8,1937.5
1579.7902,27896.72,2390.1,11178.37,994.8,1959.2999
1577.8799,27931.02,2384.2,11164.45,994.8,1938.8
1577.8799,27931.02,2384.2,11164.45,994.8,1938.8
1577.8799,27931.02,2384.2,11164.45,994.8,1938.8
1585.4701,27844.91,2394.0,11288.57,994.8,1987.1
1569.77,27778.068,2399.4,11399.03,994.8,2001.6
1572.07,27692.88,2394.5,11318.64,994.8,1960.5001
1564.2999,27739.73,2389.2,11477.051,994.8,1935.3999
1552.48,27930.33,2392.1,11555.16,994.8,1936.0
1552.48,27930.33,2392.1,11555.16,994.8,1936.0
1552.48,27930.33,2392.1,11555.16,994.8,1936.0
1568.47,28308.463,2417.1,11626.17,994.8,1928.6001
1571.21,28248.44,2423.0,11721.81,994.8,1912.5001
1560.19,28331.92,2446.1,11971.941,994.8,1941.7
1564.56,28492.268,2442.8,11926.16,994.8,1922.3
1578.34,28653.87,2456.9,11995.851,994.8,1966.8
1578.34,28653.87,2456.9,11995.851,994.8,1966.8
1578.34,28653.87,2456.9,11995.851,994.8,1966.8
1561.88,28430.05,2455.5,12110.7,994.8,1970.5
1578.58,28645.658,2467.3,12292.86,994.8,1970.8
1592.2902,29100.5,2494.1,12420.54,994.8,1936.9
1544.68,28292.729,2425.8,11771.37,994.8,1930.1998
1535.3,28133.31,2399.6,11622.131,994.8,1926.1998
1535.3,28133.31,2399.6,11622.131,994.8,1926.1998
1535.3,28133.31,2399.6,11622.131,994.8,1926.1998
1535.3,28133.31,2399.6,11622.131,994.8,1943.2
1504.59,27500.893,2354.4,11068.26,994.8,1935.1
1526.48,27940.47,2393.8,11395.85,994.8,1946.8
1507.75,27534.58,2367.8,11154.12,994.8,1956.0
1497.27,27665.64,2368.1,11087.4,994.8,1939.4999
1497.27,27665.64,2368.1,11087.4,994.8,1939.4999
1497.27,27665.64,2368.1,11087.4,994.8,1939.4999
1536.97,27993.33,2396.4,11277.76,994.8,1954.7
1538.15,27995.6,2408.0,11438.871,994.8,1957.9999
1552.3301,28032.38,2403.5,11247.6,994.8,1961.9999
1542.6,27901.979,2383.5,11080.95,994.8,1941.3
1536.78,27657.418,2368.0,10936.98,994.8,1953.2
1536.78,27657.418,2368.0,10936.98,994.8,1953.2
1536.78,27657.418,2368.0,10936.98,994.8,1953.2
1485.25,27147.7,2329.5,10980.22,994.8,1902.0999
1496.96,27288.18,2343.4,11186.37,994.8,1899.3
1451.46,26763.13,2305.6,10833.33,994.8,1860.5001
1451.82,26815.44,2300.3,10896.47,994.8,1868.9
1474.91,27173.96,2326.9,11151.13,994.8,1857.7999
1474.91,27173.96,2326.9,11151.13,994.8,1857.7999
1474.91,27173.96,2326.9,11151.13,994.8,1857.7999
1510.3398,27584.059,2366.4,11364.45,994.8,1872.8
1504.73,27452.66,2359.6,11322.951,994.8,1898.7
1507.69,27781.7,2367.3,11418.061,994.8,1891.3
1531.2001,27816.9,2380.0,11583.201,994.8,1912.3002
1539.3,27682.809,2362.4,11255.69,994.8,1903.8
1539.3,27682.809,2362.4,11255.69,994.8,1903.8
1539.3,27682.809,2362.4,11255.69,994.8,1903.8
1581.96,28148.64,2403.5,11509.06,994.8,1916.1
1577.29,27772.76,2382.6,11291.27,994.8,1904.8
1611.04,28303.46,2409.4,11503.191,994.8,1886.8002
1628.55,28425.51,2427.4,11550.941,994.8,1891.0001
1637.55,28586.9,2447.8,11725.851,994.8,1921.8999
1637.55,28586.9,2447.8,11725.851,994.8,1921.8999
1637.55,28586.9,2447.8,11725.851,994.8,1921.8999
1649.05,28837.52,2477.9,12088.111,994.8,1924.3002
1636.85,28679.81,2464.2,12083.17,994.8,1890.1998
1621.65,28514.0,2453.6,11985.361,994.8,1903.1001
1638.8801,28494.2,2435.9,11898.571,994.8,1904.9
1633.81,28606.309,2440.1,11852.171,994.8,1902.4
1633.81,28606.309,2440.1,11852.171,994.8,1902.4
1633.81,28606.309,2440.1,11852.171,994.8,1902.4
1613.63,28195.418,2417.7,11634.35,994.8,1907.7
1617.71,28308.79,2422.7,11677.84,994.8,1911.6
1603.78,28210.82,2417.8,11665.37,994.8,1925.7
1630.2499,28363.66,2421.0,11662.911,994.8,1901.6
1640.5001,28335.572,2430.5,11692.57,994.8,1902.3
1640.5001,28335.572,2430.5,11692.57,994.8,1902.3
1640.5001,28335.572,2430.5,11692.57,994.8,1902.3
1605.21,27685.38,2390.1,11504.52,994.8,1903.1001
1590.71,27463.19,2381.7,11598.95,994.8,1909.2
1543.28,26519.95,2306.7,11142.76,994.8,1876.5001
1561.5798,26659.11,2318.4,11350.74,994.8,1868.0
1538.48,26501.6,2292.9,11052.95,994.8,1879.9
1538.48,26501.6,2292.9,11052.95,994.8,1879.9
1538.48,26501.6,2292.9,11052.95,994.8,1879.9
1568.59,26925.049,2322.1,11084.76,994.8,1892.5001
1614.3,27480.03,2369.3,11279.91,994.8,1910.4
1615.0801,27847.658,2416.6,11777.02,994.8,1896.2
1660.0499,28390.18,2466.6,12078.071,994.8,1946.8
1648.2599,28323.4,2470.1,12091.35,994.8,1951.6998
1648.2599,28323.4,2470.1,12091.35,994.8,1951.6998
1648.2599,28323.4,2470.1,12091.35,994.8,1951.6998
1705.04,29157.97,2502.1,11830.39,994.8,1854.4
1737.01,29420.92,2507.1,11624.29,994.8,1876.4001
1736.94,29397.63,2528.3,11892.931,994.8,1861.6
1708.47,29080.17,2509.2,11827.14,994.8,1873.3
1744.04,29479.81,2529.3,11937.841,994.8,1886.1998
1744.04,29479.81,2529.3,11937.841,994.8,1886.1998
1744.04,29479.81,2529.3,11937.841,994.8,1886.1998
1785.34,29950.441,2561.5,12013.381,994.8,1887.8
1791.91,29783.348,2558.4,11977.49,994.8,1885.1
1769.32,29438.42,2543.4,11894.71,994.8,1873.8999
1784.13,29483.23,2546.3,11985.431,994.8,1861.5
1785.34,29263.48,2540.0,11906.44,994.8,1872.4001
1785.34,29263.48,2540.0,11906.44,994.8,1872.4001
1785.34,29263.48,2540.0,11906.44,994.8,1872.4001
1818.3,29591.27,2546.9,11905.94,994.8,1837.7999
1853.53,30046.24,2587.2,12079.81,994.8,1804.6001
1845.02,29872.47,2589.7,12152.22,994.8,1805.5
1845.02,29872.47,2589.7,12152.22,994.8,1788.1
1855.27,29910.37,2601.5,12258.211,994.8,1784.8
1855.27,29910.37,2601.5,12258.211,994.8,1784.8
1855.27,29910.37,2601.5,12258.211,994.8,1784.8
1819.82,29638.639,2583.1,12268.321,994.8,1777.9999
1836.05,29823.92,2609.0,12455.33,994.8,1816.6001
1838.03,29883.79,2613.9,12456.41,994.8,1827.6
1848.6998,29969.521,2621.3,12467.131,994.8,1838.4
1892.4501,30218.26,2639.7,12528.481,994.8,1837.5
1892.4501,30218.26,2639.7,12528.481,994.8,1837.5
1892.4501,30218.26,2639.7,12528.481,994.8,1837.5
1891.25,30069.79,2635.9,12596.471,994.8,1863.3
1917.7799,30173.883,2642.1,12635.721,994.8,1872.3002
1902.15,30068.81,2627.5,12364.641,994.8,1836.1
1922.7001,29999.26,2628.6,12401.74,994.8,1835.2001
1911.7,30046.37,2621.9,12375.41,994.8,1841.4
1911.7,30046.37,2621.9,12375.41,994.8,1841.4
1911.7,30046.37,2621.9,12375.41,994.8,1841.4
1913.86,29861.55,2619.4,12462.21,994.8,1829.7999
1959.7599,30199.31,2643.7,12595.92,994.8,1853.2
1952.7201,30154.54,2654.8,12668.161,994.8,1857.0
1978.0499,30303.367,2674.9,12752.06,994.8,1887.9
1969.99,30179.053,2666.3,12738.181,994.8,1886.5
1969.99,30179.053,2666.3,12738.181,994.8,1886.5
1969.99,30179.053,2666.3,12738.181,994.8,1886.5
1970.3301,30216.45,2645.0,12690.261,994.8,1880.3002
1989.8801,30015.51,2643.1,12717.561,994.8,1867.7
2007.1,30129.83,2651.4,12653.141,994.8,1875.6
2003.9498,30199.87,2659.0,12711.011,994.8,1880.7001
2003.9498,30199.87,2659.0,12711.011,994.8,1880.7001
2003.9498,30199.87,2659.0,12711.011,994.8,1880.7001
2003.9498,30199.87,2659.0,12711.011,994.8,1880.7001
1996.25,30403.97,2676.8,12838.861,994.8,1877.8999
1959.3601,30335.67,2682.2,12843.491,994.8,1880.5001
1979.9901,30409.56,2686.1,12845.361,994.8,1893.4
1974.86,30606.482,2690.0,12888.28,994.8,1895.1001
1974.86,30606.482,2690.0,12888.28,994.8,1895.1001
1974.86,30606.482,2690.0,12888.28,994.8,1895.1001
1974.86,30606.482,2690.0,12888.28,994.8,1895.1001
1945.9102,30223.89,2670.0,12694.66,994.8,1946.6
1979.11,30391.6,2684.2,12802.38,994.8,1954.4
2057.92,30829.398,2699.5,12623.35,994.8,1908.6001
2096.89,31041.133,2734.2,12939.57,994.8,1913.6
2091.66,31097.97,2753.3,13105.201,994.8,1835.4
2091.66,31097.97,2753.3,13105.201,994.8,1835.4
2091.66,31097.97,2753.3,13105.201,994.8,1835.4
2091.01,31008.691,2730.1,12902.491,994.8,1850.8002
2127.96,31068.688,2734.4,12892.091,994.8,1844.2
2111.97,31060.469,2739.9,12973.631,994.8,1854.9001
2155.35,30991.518,2738.1,12898.691,994.8,1851.4
2123.2,30814.258,2714.8,12803.93,994.8,1829.8999
2123.2,30814.258,2714.8,12803.93,994.8,1829.8999
2123.2,30814.258,2714.8,12803.93,994.8,1829.8999
2123.2,30814.258,2714.8,12803.93,994.8,1840.2
2151.14,30930.52,2732.5,12996.541,994.8,1840.2
2160.62,31188.383,2761.5,13296.45,994.8,1866.5
2141.42,31176.01,2765.6,13404.99,994.8,1865.8999
2168.76,30996.979,2755.7,13366.401,994.8,1856.2
2168.76,30996.979,2755.7,13366.401,994.8,1856.2
2168.76,30996.979,2755.7,13366.401,994.8,1856.2
2163.27,30960.0,2756.9,13483.291,994.8,1855.2001
2149.86,30937.04,2754.1,13490.19,994.8,1850.9001
2108.7,30303.17,2694.4,13112.651,994.8,1844.9
2106.61,30603.36,2710.6,13201.531,994.8,1839.4
2073.64,29982.62,2661.7,12925.381,994.8,1849.0
2073.64,29982.62,2661.7,12925.381,994.8,1849.0
2073.64,29982.62,2661.7,12925.381,994.8,1849.0
2126.16,30211.91,2697.9,13248.901,994.8,1862.1998
2151.44,30687.48,2732.0,13456.121,994.8,1832.4001
2159.7,30723.598,2737.9,13402.37,994.8,1833.7999
2202.42,31055.86,2757.7,13560.89,994.8,1790.3
2233.33,31148.24,2773.5,13603.961,994.8,1811.9
2233.33,31148.24,2773.5,13603.961,994.8,1811.9
2233.33,31148.24,2773.5,13603.961,994.8,1811.9
2289.76,31385.762,2795.9,13695.0205,994.8,1833.0
2299.0,31375.828,2798.6,13687.08,994.8,1836.2
2282.44,31437.8,2800.7,13655.2705,994.8,1841.6
2285.32,31430.701,2807.2,13734.351,994.8,1825.6
2289.36,31458.398,2818.9,13807.701,994.8,1821.9999
2289.36,31458.398,2818.9,13807.701,994.8,1821.9999
2289.36,31458.398,2818.9,13807.701,994.8,1821.9999
2289.36,31458.398,2818.9,13807.701,994.8,1799.0001
2272.89,31522.75,2828.2,13773.77,994.8,1797.8999
2256.11,31613.021,2816.0,13699.711,994.8,1771.8
2218.39,31493.34,2802.9,13637.51,994.8,1773.9999
2266.69,31494.32,2806.5,13580.781,994.8,1776.2999
2266.69,31494.32,2806.5,13580.781,994.8,1776.2999
2266.69,31494.32,2806.5,13580.781,994.8,1776.2999
2251.07,31521.69,2788.1,13223.74,994.8,1807.2001
2231.31,31537.352,2789.2,13194.711,994.8,1804.8
2284.38,31961.861,2802.4,13302.191,994.8,1796.6001
2200.17,31402.01,2760.3,12828.31,994.8,1775.4
2201.05,30932.367,2726.9,12909.441,994.8,1728.8
2201.05,30932.367,2726.9,12909.441,994.8,1728.8
2201.05,30932.367,2726.9,12909.441,994.8,1728.8
2275.32,31535.508,2783.7,13282.95,994.8,1723.0001
2231.51,31391.521,2768.3,13059.95,994.8,1733.6
2207.79,31270.088,2741.7,12683.33,994.8,1715.8
2146.92,30924.14,2706.5,12464.001,994.8,1700.6998
2192.21,31496.3,2728.6,12668.511,994.8,1698.5
2192.21,31496.3,2728.6,12668.511,994.8,1698.5
2192.21,31496.3,2728.6,12668.511,994.8,1698.5
2202.98,31802.44,2722.6,12299.08,994.8,1677.9999
2245.06,31832.738,2761.8,12794.49,994.8,1716.9
2285.68,32297.018,2775.3,12752.071,994.8,1721.7999
2338.54,32485.59,2806.1,13052.901,994.8,1722.6
2352.79,32778.64,2807.2,12937.29,994.8,1719.8
2352.79,32778.64,2807.2,12937.29,994.8,1719.8
2352.79,32778.64,2807.2,12937.29,994.8,1719.8
2360.17,32953.46,2821.9,13082.54,994.8,1729.2
2319.52,32825.95,2823.7,13152.28,994.8,1730.9001
2336.39,33015.37,2826.8,13202.381,994.8,1727.1001
2267.59,32862.3,2802.3,12789.14,994.8,1732.4999
2287.55,32627.97,2796.1,12866.99,994.8,1741.7
2287.55,32627.97,2796.1,12866.99,994.8,1741.7
2287.55,32627.97,2796.1,12866.99,994.8,1741.7
2266.84,32731.2,2809.7,13086.51,994.8,1738.0999
2185.69,32423.152,2788.0,13017.791,994.8,1725.1
2134.27,32420.059,2767.3,12798.881,994.8,1733.2
2183.12,32619.48,2775.1,12780.511,994.8,1725.1
2221.48,33072.88,2814.9,12979.121,994.8,1732.2999
2221.48,33072.88,2814.9,12979.121,994.8,1732.2999
2221.48,33072.88,2814.9,12979.121,994.8,1732.2999
2158.68,33171.37,2811.5,12965.741,994.8,1712.2
2195.8,33066.96,2805.1,12896.53,994.8,1685.1
2220.52,32981.55,2811.7,13091.441,994.8,1714.4
2253.9,33153.21,2840.2,13329.5205,994.8,1727.3
2253.9,33153.21,2840.2,13329.5205,994.8,1727.3
2253.9,33153.21,2840.2,13329.5205,994.8,1727.3
2253.9,33153.21,2840.2,13329.5205,994.8,1727.3
2264.89,33527.19,2873.0,13598.161,994.8,1727.7
2259.15,33430.24,2876.2,13578.461,994.8,1741.9999
2223.05,33446.26,2881.2,13616.701,994.8,1740.4999
2242.6,33503.57,2895.6,13758.511,994.8,1757.1
2243.47,33800.6,2910.1,13845.06,994.8,1743.8
2243.47,33800.6,2910.1,13845.06,994.8,1743.8
2243.47,33800.6,2910.1,13845.06,994.8,1743.8
2233.78,33745.4,2907.3,13819.35,994.8,1731.6
2228.92,33677.27,2918.2,13986.49,994.8,1746.5
2247.72,33730.89,2913.5,13803.911,994.8,1735.3
2257.07,34035.99,2941.8,14026.19,994.8,1765.7999
2262.67,34200.67,2953.4,14041.91,994.8,1779.3
2262.67,34200.67,2953.4,14041.91,994.8,1779.3
2262.67,34200.67,2953.4,14041.91,994.8,1779.3
2232.0,34077.63,2944.1,13907.67,994.8,1769.7
2188.21,33821.3,2915.8,13809.301,994.8,1777.6
2239.63,34137.31,2933.0,13935.151,994.8,1792.7001
2232.61,33815.9,2923.9,13762.361,994.8,1781.5
2271.86,34043.49,2946.1,13941.44,994.8,1777.3
2271.86,34043.49,2946.1,13941.44,994.8,1777.3
2271.86,34043.49,2946.1,13941.44,994.8,1777.3
2298.01,33981.57,2956.1,14026.161,994.8,1779.4
2301.27,33984.93,2952.0,13960.28,994.8,1778.1998
2304.16,33820.38,2951.9,13901.621,994.8,1773.5
2295.46,34060.36,2963.3,13970.201,994.8,1768.2999
2266.45,33874.85,2938.8,13860.761,994.8,1767.7
2266.45,33874.85,2938.8,13860.761,994.8,1767.7
2266.45,33874.85,2938.8,13860.761,994.8,1767.7
2277.45,34113.23,2948.7,13799.721,994.8,1791.8
2248.29,34133.03,2922.5,13544.67,994.8,1776.0
2241.37,34230.34,2932.8,13503.37,994.8,1784.2999
2241.42,34548.53,2952.0,13613.731,994.8,1815.7
2271.63,34777.76,2979.4,13719.63,994.8,1831.3
2271.63,34777.76,2979.4,13719.63,994.8,1831.3
2271.63,34777.76,2979.4,13719.63,994.8,1831.3
2212.7,34742.82,2961.6,13359.081,994.8,1837.6
2206.99,34269.16,2928.3,13351.2705,994.8,1836.1
2135.14,33587.66,2876.8,13001.63,994.8,1822.8002
2170.95,34021.45,2892.5,13109.15,994.8,1824.0
2224.63,34382.13,2938.6,13393.121,994.8,1838.0999
2224.63,34382.13,2938.6,13393.121,994.8,1838.0999
2224.63,34382.13,2938.6,13393.121,994.8,1838.0999
2227.12,34327.79,2934.2,13312.91,994.8,1867.6
2210.88,34060.66,2928.7,13217.68,994.8,1868.0
2193.64,33896.04,2910.9,13237.91,994.8,1881.5
2207.76,34084.15,2942.2,13494.09,994.8,1881.8999
2215.27,34207.84,2943.1,13411.741,994.8,1876.7001
2215.27,34207.84,2943.1,13411.741,994.8,1876.7001
2215.27,34207.84,2943.1,13411.741,994.8,1876.7001
2227.34,34393.98,2966.4,13641.75,994.8,1884.5001
2205.75,34312.46,2965.5,13657.73,994.8,1897.9999
2249.27,34323.05,2969.5,13702.741,994.8,1901.2
2273.07,34464.64,2970.6,13657.851,994.8,1896.9
2268.97,34529.45,2979.3,13686.511,994.8,1904.0
2268.97,34529.45,2979.3,13686.511,994.8,1904.0
2268.97,34529.45,2979.3,13686.511,994.8,1904.0
2268.97,34529.45,2979.3,13686.511,994.8,1905.0
2294.74,34575.31,2982.0,13654.59,994.8,1903.7
2297.83,34600.38,2986.0,13675.79,994.8,1908.7001
2279.25,34577.04,2972.9,13529.681,994.8,1872.1
2286.41,34756.39,2997.4,13770.77,994.8,1890.8002
2286.41,34756.39,2997.4,13770.77,994.8,1890.8002
2286.41,34756.39,2997.4,13770.77,994.8,1890.8002
2319.18,34630.24,3001.0,13802.891,994.8,1897.6
2343.76,34599.82,3001.8,13810.86,994.8,1893.1
2327.13,34447.14,2996.6,13814.941,994.8,1894.1998
2311.41,34466.24,3007.5,13960.35,994.8,1895.2001
2335.81,34479.6,3012.7,13998.301,994.8,1878.4
2335.81,34479.6,3012.7,13998.301,994.8,1878.4
2335.81,34479.6,3012.7,13998.301,994.8,1878.4
2326.15,34393.75,3019.9,14128.201,994.8,1864.6001
2320.07,34299.33,3017.3,14030.41,994.8,1855.2001
2314.69,34033.67,3008.5,13983.01,994.8,1860.2
2287.46,33823.45,2996.5,14163.81,994.8,1774.5
2237.75,33290.08,2954.2,14049.58,994.8,1768.3999
2237.75,33290.08,2954.2,14049.58,994.8,1768.3999
2237.75,33290.08,2954.2,14049.58,994.8,1768.3999
2286.09,33876.97,2982.1,14137.23,994.8,1782.3
2295.95,33945.58,3001.1,14270.42,994.8,1776.4999
2303.47,33874.24,2998.0,14274.241,994.8,1782.5
2333.62,34196.82,3013.4,14365.96,994.8,1775.8
2334.4,34433.84,3024.9,14345.18,994.8,1777.0
2334.4,34433.84,3024.9,14345.18,994.8,1777.0
2334.4,34433.84,3024.9,14345.18,994.8,1777.0
2322.34,34283.27,3025.2,14524.98,994.8,1779.8
2308.84,34292.29,3024.4,14572.75,994.8,1763.6
2310.55,34502.51,3017.2,14554.801,994.8,1771.6
2329.36,34633.53,3028.2,14560.051,994.8,1776.8
2305.76,34786.35,3046.1,14727.631,994.8,1783.3
2305.76,34786.35,3046.1,14727.631,994.8,1783.3
2305.76,34786.35,3046.1,14727.631,994.8,1783.3
2305.76,34786.35,3046.1,14727.631,994.8,1794.1998
2274.5,34577.37,3042.6,14786.361,994.8,1794.1998
2252.85,34681.79,3049.7,14810.54,994.8,1802.0999
2231.68,34421.93,3022.2,14722.141,994.8,1800.2
2280.0,34870.16,3053.1,14826.091,994.8,1810.6
2280.0,34870.16,3053.1,14826.091,994.8,1810.6
2280.0,34870.16,3053.1,14826.091,994.8,1810.6
2281.82,34996.18,3068.3,14877.89,994.8,1805.8999
2238.86,34888.79,3059.3,14874.539,994.8,1809.8999
2202.36,34933.23,3058.6,14900.439,994.8,1825.0
2190.29,34987.02,3043.5,14794.69,994.8,1829.0
2163.24,34687.85,3024.7,14681.381,994.8,1815.0001
2163.24,34687.85,3024.7,14681.381,994.8,1815.0001
2163.24,34687.85,3024.7,14681.381,994.8,1815.0001
2130.68,33962.04,2975.6,14549.091,994.8,1809.2
2194.3,34511.99,3005.9,14728.211,994.8,1811.4
2234.04,34798.0,3036.7,14842.629,994.8,1803.4
2199.48,34823.35,3046.6,14940.169,994.8,1805.4
2209.65,35061.55,3072.4,15111.791,994.8,1801.7999
2209.65,35061.55,3072.4,15111.791,994.8,1801.7999
2209.65,35061.55,3072.4,15111.791,994.8,1801.7999
2216.92,35144.31,3080.4,15125.95,994.8,1799.2001
2191.83,35058.52,3068.9,14956.97,994.8,1799.8
2224.96,34930.93,3069.5,15018.1,994.8,1799.7
2240.03,35084.53,3089.8,15048.359,994.8,1832.3002
2226.25,34935.47,3069.3,14959.9,994.8,1813.5
2226.25,34935.47,3069.3,14959.9,994.8,1813.5
2226.25,34935.47,3069.3,14959.9,994.8,1813.5
2215.5,34838.16,3077.1,14963.62,994.8,1818.7
2223.58,35116.4,3092.5,15061.42,994.8,1810.7
2196.32,34792.67,3085.8,15083.39,994.8,1811.2001
2236.01,35064.25,3102.2,15181.641,994.8,1805.7
2247.76,35208.51,3098.1,15109.36,994.8,1760.2999
2247.76,35208.51,3098.1,15109.36,994.8,1760.2999
2247.76,35208.51,3098.1,15109.36,994.8,1760.2999
2234.81,35101.85,3097.1,15133.11,994.8,1723.8
2239.36,35264.67,3099.5,15053.58,994.8,1729.0
2250.34,35484.97,3110.0,15027.759,994.8,1750.8002
2244.07,35499.85,3115.7,15088.98,994.8,1749.3
2223.11,35515.38,3125.1,15136.681,994.8,1775.5
2223.11,35515.38,3125.1,15136.681,994.8,1775.5
2223.11,35515.38,3125.1,15136.681,994.8,1775.5
2209.48,35625.4,3122.0,15140.77,994.8,1787.2001
2177.17,35343.28,3100.1,15002.83,994.8,1785.5
2158.78,34960.69,3078.0,14857.919,994.8,1782.0999
2132.42,34894.12,3063.2,14933.939,994.8,1780.5999
2167.6,35120.08,3080.0,15092.57,994.8,1781.4
2167.6,35120.08,3080.0,15092.57,994.8,1781.4
2167.6,35120.08,3080.0,15092.57,994.8,1781.4
2208.3,35335.71,3112.6,15312.82,994.8,1803.6
2230.91,35366.26,3122.0,15357.681,994.8,1805.8999
2239.27,35405.5,3125.8,15368.919,994.8,1788.2
2213.98,35213.12,3110.3,15278.52,994.8,1792.4001
2277.15,35455.8,3133.7,15432.951,994.8,1816.6001
2277.15,35455.8,3133.7,15432.951,994.8,1816.6001
2277.15,35455.8,3133.7,15432.951,994.8,1816.6001
2265.99,35399.84,3146.6,15605.09,994.8,1809.7999
2273.77,35360.73,3141.4,15582.511,994.8,1815.8
2287.06,35312.53,3151.7,15611.571,994.8,1813.7999
2304.02,35443.82,3161.5,15604.25,994.8,1809.4
2292.05,35369.09,3164.0,15652.86,994.8,1831.5
2292.05,35369.09,3164.0,15652.86,994.8,1831.5
2292.05,35369.09,3164.0,15652.86,994.8,1831.5
2292.05,35369.09,3164.0,15652.86,994.8,1798.5
2275.61,35100.0,3158.9,15675.761,994.8,1796.3002
2249.73,35031.07,3147.0,15620.85,994.8,1791.2001
2249.13,34879.38,3136.0,15561.05,994.8,1797.7999
2227.55,34607.72,3122.1,15440.749,994.8,1789.8999
2227.55,34607.72,3122.1,15440.749,994.8,1789.8999
2227.55,34607.72,3122.1,15440.749,994.8,1789.8999
2240.78,34869.63,3126.1,15434.501,994.8,1792.3002
2209.98,34577.57,3116.1,15382.9,994.8,1805.0
2234.45,34814.39,3127.7,15503.529,994.8,1792.6001
2232.91,34751.32,3122.6,15515.911,994.8,1754.6
2236.87,34584.88,3096.6,15333.47,994.8,1749.4
2236.87,34584.88,3096.6,15333.47,994.8,1749.4
2236.87,34584.88,3096.6,15333.47,994.8,1749.4
2182.2,33970.47,3046.2,15012.19,994.8,1761.7999
2186.18,33919.84,3049.7,15027.77,994.8,1776.1
2218.56,34258.32,3074.4,15176.51,994.8,1776.6998
2259.04,34764.82,3106.4,15316.58,994.8,1747.7
2248.07,34798.0,3103.5,15329.68,994.8,1749.7
2248.07,34798.0,3103.5,15329.68,994.8,1749.7
2248.07,34798.0,3103.5,15329.68,994.8,1749.7
2281.0,34869.37,3095.6,15204.82,994.8,1749.9999
2229.78,34299.99,3032.7,14770.3,994.8,1735.9
2225.31,34390.72,3028.8,14752.889,994.8,1722.1998
2204.37,33843.92,3006.6,14689.62,994.8,1756.2999
2241.63,34326.46,3022.8,14791.87,994.8,1757.7
